,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98837319839319,2633065.628180441,9.401441548543683e-05,4.0
3,O3N[15]-,62.985401336789415,62.98542130141605,7732.347698235352,9.552657745152396e-05,10.0
4,O2O[17]N-,62.992583523829424,62.992601470936826,3088.1709391863906,9.553750018474614e-05,11.0
5,O2O[18]N-,63.99261282382943,63.99262104875494,17134.374342016694,9.705415763701981e-05,12.0
9,C4H5O2-,85.02950297937943,85.02957515029344,235.4483829534621,0.00012895980309702792,15.0
10,C2HO4-,88.98803209021943,88.9881153572422,3119.0286901239347,0.00013496346365212935,17.0
16,C3H3O4-,103.00368215435944,103.0037561758723,7507.919665473531,0.00015622027239243483,18.0
21,C2O2F3-,112.98558747902945,112.98567052454246,1484.14008010102,0.00017135932499067228,20.0
26,C4H5O4-,117.01933221849943,117.01939835452842,1693.23714850477,0.0001774769999357268,22.0
29,CH2O6N-,123.98876036620943,123.98878462287898,1807.0189248631368,0.0001880470603490991,23.0
30,HO6N2-,124.98400933893944,124.98400220523641,1225720.5188328999,0.0001895565281068515,25.0
32,HO6NN[15]-,125.98104423233944,125.98103650962268,9236.455446687633,0.00019106860467596714,28.0
33,HO5O[17]N2-,125.98822641937944,125.9882245811327,2668.1399207211243,0.0001910795392418463,29.0
34,HO5O[18]N2-,126.98825571937942,126.98826318570143,16188.613584422112,0.0001925962727797535,30.0
42,C4H5O5-,133.01424683805945,133.01426091993306,3064.673805555142,0.00020173559140623375,31.0
43,CO5N3-,133.98434369210943,133.98434875632913,282.31323656231376,0.00020320680299747,32.0
49,C5H5O5-,145.01424683805945,145.01420981053857,1021.5358267648525,0.0002199353286706471,34.0
52,C5H7O5-,147.02989690219945,147.02994012968796,13542.154103468043,0.0002229923652471041,36.0
53,C4C[13]H7O5-,148.03325173999946,148.03333588438767,294.32201192504016,0.0002245141491186435,37.0
60,C6H7O5-,159.02989690219945,159.02990525588558,2924.530787016091,0.00024119199293497402,38.0
63,C5H5O6-,161.00916145761943,161.00918297397894,2652.217638236082,0.0002441939278870333,39.0
64,C6H9O5-,161.04554696633943,161.04552551618264,1793.1126217670376,0.0002442490463302338,40.0
70,C3H4O7N-,165.99932504990943,165.99931561958587,737.9275301022105,0.0002517621692867787,41.0
72,C7H7O5-,171.02989690219945,171.02986138653912,205.08678890077533,0.0002593916946033339,42.0
75,C7H9O5-,173.04554696633946,173.04551951138305,9742.303454717357,0.0002624487805486432,43.0
77,C6H7O6-,175.0248115217594,175.0247913661116,2895.5456206723,0.00026545068507044647,44.0
91,C8H11O5-,187.06119703047943,187.06116380124647,2562.683797036364,0.00028370561177222916,46.0
94,C7H9O6-,189.04046158589938,189.04047088883823,1901.6903377920817,0.0002867075404929389,47.0
98,C5H6O7N-,192.01497511404946,192.01500240888564,581.31050542837,0.0002912188462527333,48.0
108,C8H9O6-,201.04046158589938,201.04044703731003,1463.8068756323726,0.00030490732050557,50.0
112,C8H11O6-,203.0561116500394,203.0560810433973,1003.1621889621805,0.0003079642116747795,51.0
117,C6H8O7N-,206.03062517818938,206.03056853730087,750.0274902199089,0.00031247553564442236,52.0
120,C5H6O8N-,208.00988973360944,208.0098427384559,1284.5481404459608,0.000315477230402845,53.0
121,C6H10O7N-,208.04627524232941,208.04626577192423,494.68253349134375,0.00031553253511079616,54.0
127,C5H8O8N-,210.02553979774945,210.02552613581153,7979.2135934632115,0.00031853442712046837,55.0
131,C10H13O5-,213.07684709461944,213.0768395487402,718.5404235523156,0.0003231622707348968,56.0
133,C9H11O6-,215.0561116500394,215.0560608202921,796.5049542691906,0.0003261639138970221,57.0
138,C9H13O6-,217.07176171417942,217.07176872843775,1247.9691913322706,0.00032922108729881573,58.0
142,C6H6O8N-,220.00988973360944,220.00976837459234,392.25684458744206,0.00033367700541370903,59.0
143,C7H10O7N-,220.04627524232941,220.0462610936659,1319.667975972114,0.00033373217503967307,60.0
146,C6H8O8N-,222.02553979774945,222.02552844904417,1190.5439167071688,0.00033673415394526695,61.0
150,C5H6O9N-,224.00480435316945,224.00477061771772,4453.596138628701,0.0003397358200397034,62.0
162,C10H15O6-,231.08741177831945,231.08731652738342,443.05739738734115,0.00035047768610616166,63.0
167,C7H8O8N-,234.02553979774945,234.02549951004744,5077.86088211551,0.000354933822955321,64.0
168,C8H12O7N-,234.06192530646942,234.06191536002493,10834.339156327133,0.00035498919608006055,65.0
170,C7C[13]H12O7N-,235.06528014426945,235.06522474019306,471.5158202468391,0.0003565108924019735,66.0
173,C7H10O8N-,236.04118986188942,236.04110943007666,7736.477122446972,0.00035799086991468405,67.0
192,C8H10O8N-,248.04118986188942,248.04119341233172,14356.128727616337,0.0003761905673258869,69.0
195,C7C[13]H10O8N-,249.04454469968945,249.0445676350169,333.8483729273133,0.00037771254895621457,70.0
198,C8H12O8N-,250.05683992602943,250.05684768884421,14160.935148041075,0.0003792476964947715,71.0
199,C9H16O7N-,250.09322543474946,250.0932380000576,534.0223925637,0.0003793028104892744,72.0
201,C7C[13]H12O8N-,251.06019476382943,251.06013576275183,754.3854710579673,0.0003807693296644381,73.0
203,C7H10O9N-,252.03610448144943,252.0360425085672,1711.3127135389423,0.00038224940703854537,74.0
212,C9H12O8N-,262.05683992602945,262.0564786603481,1133.597175376992,0.00039744706036490697,76.0
215,C8H10O9N-,264.03610448144946,264.0356884173372,5274.309366222162,0.00040044866118329835,77.0
216,C9H14O8N-,264.07248999016946,264.0720893565948,2166.857523295969,0.0004005038307255747,78.0
221,C8H12O9N-,266.05175454558946,266.05131727246385,1554.0120455082001,0.0004035058531010244,79.0
229,C9H12O9N-,278.05175454558946,278.0516975268241,6917.254401323202,0.0004217060822736915,80.0
230,C10H16O8N-,278.0881400543094,278.08811045110195,998.878520562315,0.0004217611160364642,81.0
