,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.9883756465061,2472871.5491334386,9.40144103628365e-05,5.0
3,O3N[15]-,62.985401336789415,62.98542228913882,8629.836265831336,9.552657137460835e-05,10.0
4,O2O[17]N-,62.992583523829424,62.99260853917963,2038.602379174218,9.553749410086206e-05,11.0
5,O2O[18]N-,63.99261282382943,63.99262406358626,16785.246007743917,9.705415057512123e-05,12.0
9,C4H5O2-,85.02950297937943,85.02955929786428,516.4331533229408,0.00012895977091296047,14.0
10,C2HO4-,88.98803209021943,88.98811751974189,2537.9534004130614,0.0001349635013035817,16.0
16,C3H3O4-,103.00368215435944,103.00376408696272,9077.206122996455,0.00015622021242479468,17.0
21,C2O2F3-,112.98558747902945,112.98566357809993,1234.7595813897863,0.00017135924729744055,19.0
26,C4H5O4-,117.01933221849943,117.01937913448047,1342.501100141661,0.00017747702845643024,20.0
29,CH2O6N-,123.98876036620943,123.98870515529693,553.1348910506105,0.00018804696133066704,21.0
30,HO6N2-,124.98400933893944,124.98399910130041,1144897.532340414,0.00018955642706997095,24.0
32,HO6NN[15]-,125.98104423233944,125.98103736553945,7580.919080599995,0.00019106862874307458,27.0
33,HO5O[17]N2-,125.98822641937944,125.98823490950159,2494.26569978955,0.00019107956330508745,28.0
34,HO5O[18]N2-,126.98825571937942,126.988256528794,12995.72119412197,0.00019259629630234012,29.0
42,C4H5O5-,133.01424683805945,133.01426760918866,2581.763143666285,0.0002017356114896188,30.0
43,CO5N3-,133.98434369210943,133.98434158585133,353.0631390524365,0.00020320682249844586,31.0
49,C5H5O5-,145.01424683805945,145.014252718632,1542.5905896912875,0.00021993534100034934,33.0
52,C5H7O5-,147.02989690219945,147.02992568845534,13344.06416669346,0.00022299237615905042,35.0
60,C6H7O5-,159.02989690219945,159.0299266995625,2299.7494698393443,0.00024119217506001183,36.0
63,C5H5O6-,161.00916145761943,161.00918014272293,2018.6782596429912,0.0002441939280819789,37.0
64,C6H9O5-,161.04554696633943,161.04558364460888,1142.62122678699,0.0002442492302545878,38.0
70,C3H4O7N-,165.99932504990943,165.99932155127308,1570.6498627101055,0.0002517621652900776,39.0
75,C7H9O5-,173.04554696633946,173.04553848139096,9715.488088129541,0.00026244877031393827,40.0
76,C6C[13]H9O5-,174.04890180413943,174.04884509642181,261.63452928368815,0.00026397057069160685,41.0
77,C6H7O6-,175.0248115217594,175.02476321778312,1680.8852925137635,0.00026545067301714324,42.0
91,C8H11O5-,187.06119703047943,187.06117974677701,2640.406329815091,0.0002837055880459274,43.0
94,C7H9O6-,189.04046158589938,189.0404172954048,1539.2001928325512,0.0002867075147475972,44.0
98,C5H6O7N-,192.01497511404946,192.01497255322852,807.8151916058658,0.0002912188174211366,45.0
102,C5H8O7N-,194.03062517818938,194.03063535019788,251.7827036190452,0.00029427572109343094,47.0
108,C8H9O6-,201.04046158589938,201.04048225318087,1786.4509376807596,0.0003049072819315995,48.0
109,C9H13O5-,201.07684709461944,201.0768443477871,334.4460802759052,0.00030496239416606474,49.0
112,C8H11O6-,203.0561116500394,203.05620424601335,793.6189657182072,0.0003079644310138252,50.0
117,C6H8O7N-,206.03062517818938,206.0305666156123,923.6022324636496,0.00031247549144346225,51.0
120,C5H6O8N-,208.00988973360944,208.00987067829416,1458.1246028205571,0.00031547745366686773,52.0
127,C5H8O8N-,210.02553979774945,210.0255232993422,7924.6187155851985,0.00031853437829307865,53.0
128,C4C[13]H8O8N-,211.02889463554942,211.0289122796733,233.86804008068341,0.00032005623671968215,54.0
131,C10H13O5-,213.07684709461944,213.0768924633634,409.8722958043411,0.0003231622183016395,56.0
138,C9H13O6-,217.07176171417942,217.0717573314376,1000.5797056106885,0.00032922103005107804,57.0
142,C6H6O8N-,220.00988973360944,220.00997860677433,402.8146237846169,0.0003336772379769794,58.0
143,C7H10O7N-,220.04627524232941,220.04626704722844,1597.44822201504,0.00033373240763068934,59.0
146,C6H8O8N-,222.02553979774945,222.02550558622403,1389.5322531885877,0.00033673409058135653,60.0
150,C5H6O9N-,224.00480435316945,224.00476009969756,4872.252234341671,0.0003397360556342509,61.0
151,C6H10O8N-,224.04118986188942,224.04121159365266,888.3044792006323,0.00033979122716861935,62.0
159,C10H13O6-,229.07176171417942,229.0717531492779,577.8013520190933,0.0003474206870496778,63.0
162,C10H15O6-,231.08741177831945,231.08735850916204,224.49787660366525,0.0003504776111410672,64.0
164,C8H10O7N-,232.04627524232941,232.04627413511557,234.70992948386797,0.0003519322175694051,65.0
167,C7H8O8N-,234.02553979774945,234.02552522985854,4664.649165515387,0.00035493374411549674,66.0
168,C8H12O7N-,234.06192530646942,234.06189836851152,11420.301802222211,0.00035498911719174215,67.0
173,C7H10O8N-,236.04118986188942,236.0411673254301,7459.31580114717,0.0003579907883849354,68.0
180,C7H12O8N-,238.05683992602943,238.05685635151215,477.4016585196273,0.0003610478651479215,70.0
186,C5HO2F8-,244.98542861109942,244.98543865827742,549.5668346848498,0.0003715562031567685,71.0
187,C10H13O7-,245.06667633373942,245.06670307777605,500.9269820515761,0.00037167931821628495,72.0
192,C8H10O8N-,248.04118986188942,248.04120814233298,16132.993331707461,0.0003761908204987982,73.0
195,C7C[13]H10O8N-,249.04454469968945,249.04455785132654,1114.2306869661313,0.00037771244946011923,74.0
198,C8H12O8N-,250.05683992602943,250.0568308741479,12316.820125043256,0.0003792475955561211,76.0
201,C7C[13]H12O8N-,251.06019476382943,251.06009733562382,486.04348539517,0.0003807692272897177,78.0
230,C10H16O8N-,278.0881400543094,278.08807702618344,1143.2845319235958,0.00042176138965307385,87.0
237,C9H14O9N-,280.0674046097294,280.0673099310725,2295.0420260917945,0.0004247627723631798,89.0
270,C10H14O10N-,308.06231922928936,308.0622903240885,1460.505957750218,0.00046722170669932317,97.0
275,C10H16O10N-,310.07796929342936,310.07803045885123,756.9295561630166,0.0004702785459294379,98.0
283,C10H14O11N-,324.05723384884936,324.0572053917324,548.8436009070552,0.0004914800632073304,99.0
