,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98837401073541,2600158.900200967,9.401442005943439e-05,2.0
3,O3N[15]-,62.985401336789415,62.98542463473348,9415.38385108201,9.552658147184949e-05,5.0
4,O2O[17]N-,62.992583523829424,62.99260566195787,2541.9612232502636,9.553750420101825e-05,6.0
5,O2O[18]N-,63.99261282382943,63.99262427481918,17247.241113844673,9.705416108296608e-05,7.0
9,C4H5O2-,85.02950297937943,85.02957341760604,259.84766824574376,0.00012895979127349987,10.0
10,C2HO4-,88.98803209021943,88.98812289981177,2942.9632377858393,0.0001349634482963407,12.0
16,C3H3O4-,103.00368215435944,103.0037685609728,7338.061447955473,0.00015622024297679674,14.0
21,C2O2F3-,112.98558747902945,112.98566128342678,866.6095543861902,0.0001713592841535673,17.0
26,C4H5O4-,117.01933221849943,117.01938940788277,1226.4762537370555,0.00017747695416539059,18.0
29,CH2O6N-,123.98876036620943,123.98873009727716,892.0700604274323,0.0001880470056370933,19.0
30,HO6N2-,124.98400933893944,124.98400227341646,1202121.5870143932,0.0001895564720754214,23.0
32,HO6NN[15]-,125.98104423233944,125.98104405863086,7689.601466151077,0.00019106867445292067,25.0
33,HO5O[17]N2-,125.98822641937944,125.98823041682317,2505.6211804113577,0.00019107960902004187,26.0
34,HO5O[18]N2-,126.98825571937942,126.98825623260348,14735.681747104069,0.0001925962140594854,27.0
42,C4H5O5-,133.01424683805945,133.0142809564055,2930.951671385064,0.00020173552434872382,28.0
49,C5H5O5-,145.01424683805945,145.01428875000707,933.954540177044,0.00021993540092339432,30.0
52,C5H7O5-,147.02989690219945,147.0299244376295,11518.590947924411,0.00022299227736985146,31.0
53,C4C[13]H7O5-,148.03325173999946,148.03325616720593,411.184335012505,0.00022451405967617482,32.0
60,C6H7O5-,159.02989690219945,159.02993948452874,1700.3548623789543,0.0002411920660235296,33.0
63,C5H5O6-,161.00916145761943,161.00921207643466,2102.3944812488107,0.0002441940010287767,34.0
64,C6H9O5-,161.04554696633943,161.0455711184818,1525.6974544998263,0.00024424911947280625,35.0
70,C3H4O7N-,165.99932504990943,165.99931089685086,819.0334041711701,0.00025176224249294455,38.0
75,C7H9O5-,173.04554696633946,173.04554154798367,10324.367862486646,0.00026244885367826684,39.0
77,C6H7O6-,175.0248115217594,175.02479436660897,1433.7499942549339,0.00026545075814377104,40.0
91,C8H11O5-,187.06119703047943,187.06119984400905,1811.007352869776,0.00028370568418109354,42.0
94,C7H9O6-,189.04046158589938,189.0404720197272,1903.184005557823,0.00028670761274034314,43.0
98,C5H6O7N-,192.01497511404946,192.01499908615006,607.1220546423874,0.0002912186789932191,44.0
108,C8H9O6-,201.04046158589938,201.04042140371408,1133.1757105978204,0.000304907135164446,46.0
112,C8H11O6-,203.0561116500394,203.0561780451921,438.27907775859285,0.0003079642823674413,47.0
117,C6H8O7N-,206.03062517818938,206.03054155404354,542.2116462032155,0.0003124753400130775,48.0
120,C5H6O8N-,208.00988973360944,208.00986044774243,1327.1933803904212,0.0003154773003765629,49.0
127,C5H8O8N-,210.02553979774945,210.02554768671993,7848.08164590379,0.0003185344967767378,50.0
133,C9H11O6-,215.0561116500394,215.0562370042477,454.53565537999435,0.00032616426626416544,51.0
138,C9H13O6-,217.07176171417942,217.07169451589215,1002.5166003282906,0.0003292208681724439,52.0
142,C6H6O8N-,220.00988973360944,220.00990633429464,592.4831550997277,0.00033367707328813977,53.0
143,C7H10O7N-,220.04627524232941,220.04619028151993,902.090777750435,0.0003337322429069806,54.0
146,C6H8O8N-,222.02553979774945,222.02550140002214,1749.1649115560444,0.0003367342214181245,56.0
150,C5H6O9N-,224.00480435316945,224.00477286917652,4189.374176860265,0.00033973588710474575,57.0
151,C6H10O8N-,224.04118986188942,224.0411880827906,1196.9117123513167,0.0003397910586040369,58.0
159,C10H13O6-,229.07176171417942,229.071560665199,227.67643888570996,0.0003474205136163611,59.0
167,C7H8O8N-,234.02553979774945,234.02554744738165,4730.415807338431,0.0003549338877518653,60.0
168,C8H12O7N-,234.06192530646942,234.06190177671942,10649.684734533108,0.00035498893889355436,61.0
173,C7H10O8N-,236.04118986188942,236.0411651892703,8526.740281084694,0.00035799093421425254,62.0
175,C8H14O7N-,236.07757537060942,236.0776390996144,240.9293630202326,0.000358046045857309,63.0
178,C6H8O9N-,238.02045441730945,238.02032850584862,618.0363289142502,0.0003609925371864149,64.0
187,C10H13O7-,245.06667633373942,245.06662840217177,244.57068721573606,0.0003716794740140637,65.0
192,C8H10O8N-,248.04118986188942,248.04118309537483,15851.44891502001,0.00037619062838958666,66.0
198,C8H12O8N-,250.05683992602943,250.05684139531525,11440.985444967606,0.0003792477569688688,67.0
201,C7C[13]H12O8N-,251.06019476382943,251.0601162568249,367.56069015408156,0.0003807693898401839,68.0
203,C7H10O9N-,252.03610448144943,252.0361433563787,759.775235697809,0.00038224946692097934,69.0
210,C9H10O8N-,260.0411898618894,260.04079838754956,305.3132370677915,0.0003943897653135493,71.0
212,C9H12O8N-,262.05683992602945,262.05648895183765,1081.0795419211415,0.0003974471170596401,72.0
215,C8H10O9N-,264.03610448144946,264.03572626171876,3910.343759241513,0.0004004487172108471,73.0
216,C9H14O8N-,264.07248999016946,264.07207579705096,2230.361140767026,0.00040050388674074536,74.0
221,C8H12O9N-,266.05175454558946,266.0513583908118,2357.7162946902276,0.0004035059084363964,75.0
226,C10H14O8N-,276.0724899901694,276.0724537371102,550.198148740796,0.0004187040352718828,76.0
229,C9H12O9N-,278.05175454558946,278.0516965560055,6991.786261081424,0.0004217061332270526,77.0
230,C10H16O8N-,278.0881400543094,278.0880510363867,1006.194177450841,0.00042176116697590233,78.0
237,C9H14O9N-,280.0674046097294,280.0672538600291,2084.4561452544567,0.00042476296905386235,80.0
249,C10H14O9N-,292.0674046097294,292.06723903787235,4069.90299837959,0.0004429625218816754,81.0
252,C9H12O10N-,294.0466691651495,294.0464447853422,659.1425432449712,0.0004459644246324122,82.0
253,C10H16O9N-,294.08305467386936,294.08288361066155,10644.009530312529,0.00044601974028971335,83.0
255,C9C[13]H16O9N-,295.0864095116694,295.0863549892879,601.2720801496723,0.00044754177258043493,84.0
258,C9H14O10N-,296.06231922928936,296.06251502549657,564.850483901025,0.00044902213705880065,85.0
263,C14H16O5NF-,297.10179941562944,297.1019741322701,823.5118148363102,0.0004505987123927759,86.0
270,C10H14O10N-,308.06231922928936,308.0623485559234,924.1643376359316,0.0004672214523817695,87.0
275,C10H16O10N-,310.07796929342936,310.0779535199517,744.7824497582312,0.0004702782894447073,88.0
280,C11H16O10N-,322.07796929342936,322.07792075051185,438.7339775163479,0.0004884781902800955,89.0
283,C10H14O11N-,324.05723384884936,324.0571472542292,423.54216472362145,0.0004914797915576051,90.0
