,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.988374507594465,2680250.273713848,9.401444624699334e-05,4.0
3,O3N[15]-,62.985401336789415,62.98542429798163,10367.886221127992,9.552660867658855e-05,9.0
4,O2O[17]N-,62.992583523829424,62.99260447529213,2525.3725076076566,9.553748645978408e-05,10.0
5,O2O[18]N-,63.99261282382943,63.992622870549184,16233.76244890715,9.70541433015083e-05,11.0
10,C2HO4-,88.98803209021943,88.98812639640592,2367.6704044051135,0.0001349635067192713,17.0
15,C4H5O3-,101.02441759893942,101.02447210951158,175.19597791691893,0.00015321836671667745,19.0
16,C3H3O4-,103.00368215435944,103.00376939101935,8078.429638041655,0.00015622022766681524,20.0
21,C2O2F3-,112.98558747902945,112.98566583688907,1326.734077152787,0.00017135927062315073,22.0
26,C4H5O4-,117.01933221849943,117.01937451013289,1529.015236110004,0.00017747694147510342,23.0
29,CH2O6N-,123.98876036620943,123.98875579453852,1660.5183975995983,0.00018804699455755205,25.0
30,HO6N2-,124.98400933893944,124.98400018428745,1262040.158127914,0.0001895564612420858,27.0
32,HO6NN[15]-,125.98104423233944,125.98103764501259,8287.373268232313,0.00019106866387024303,30.0
33,HO5O[17]N2-,125.98822641937944,125.9882180462461,2724.1091517436325,0.00019107959843919127,31.0
34,HO5O[18]N2-,126.98825571937942,126.9882504285652,15391.652182846752,0.00019259620373406273,32.0
42,C4H5O5-,133.01424683805945,133.01426164903145,3291.648152182557,0.00020173551564670777,33.0
49,C5H5O5-,145.01424683805945,145.01428007082401,884.3014904341383,0.0002199353958740498,35.0
52,C5H7O5-,147.02989690219945,147.02993187361247,13937.509522645789,0.00022299243328807096,37.0
53,C4C[13]H7O5-,148.03325173999946,148.03321322431938,324.4438190820943,0.0002245140556315509,38.0
60,C6H7O5-,159.02989690219945,159.02991640901556,2740.5749305862646,0.00024119206592175614,39.0
63,C5H5O6-,161.00916145761943,161.00919180723892,1521.1069469697447,0.0002441940016830542,40.0
64,C6H9O5-,161.04554696633943,161.04555072560385,1196.7370915637762,0.00024424912014109595,41.0
66,C5C[13]H9O5-,162.04890180413943,162.04882736413984,219.58405107168687,0.00024577073700999646,42.0
70,C3H4O7N-,165.99932504990943,165.99929571202924,818.8917249640118,0.00025176224511492065,43.0
75,C7H9O5-,173.04554696633946,173.04552951332687,8469.228053332172,0.000262448859226812,44.0
77,C6H7O6-,175.0248115217594,175.0247768544926,821.0411640729601,0.00026545076454516787,45.0
91,C8H11O5-,187.06119703047943,187.0611785349609,1483.8499786167667,0.0002837056960535811,48.0
94,C7H9O6-,189.04046158589938,189.0404505014875,2238.725154942179,0.00028670739185908433,49.0
98,C5H6O7N-,192.01497511404946,192.0149548938953,703.2205086985881,0.0002912186932570263,50.0
108,C8H9O6-,201.04046158589938,201.04042947597574,1114.8324633103277,0.00030490715398973843,52.0
112,C8H11O6-,203.0561116500394,203.05601367101394,298.89852879658815,0.0003079640420817594,53.0
117,C6H8O7N-,206.03062517818938,206.03057113069596,1311.191093474358,0.00031247536147195696,54.0
120,C5H6O8N-,208.00988973360944,208.00984795380847,1777.0403377609446,0.00031547732290178646,55.0
127,C5H8O8N-,210.02553979774945,210.0255269798287,8522.900168729544,0.0003185345204005145,57.0
133,C9H11O6-,215.0561116500394,215.05613850397077,424.387475402625,0.0003261640091191747,59.0
138,C9H13O6-,217.07176171417942,217.07178509270807,615.6246858940443,0.00032922118329631377,60.0
143,C7H10O7N-,220.04627524232941,220.04629678211901,625.502156249499,0.0003337322721782789,61.0
146,C6H8O8N-,222.02553979774945,222.0254805922461,1075.5198389741136,0.0003367339543806803,62.0
150,C5H6O9N-,224.00480435316945,224.00477400671116,4532.98264130674,0.0003397359186915102,63.0
