,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98838267920516,2516652.691423503,9.401444246810909e-05,6.0
3,O3N[15]-,62.985401336789415,62.98543277901701,8310.915928451654,9.552660552822399e-05,9.0
4,O2O[17]N-,62.992583523829424,62.99260539012898,2334.6362320894787,9.553748331601457e-05,10.0
5,O2O[18]N-,63.99261282382943,63.99263142857931,15966.347953751565,9.705418683475167e-05,11.0
10,C2HO4-,88.98803209021943,88.98813927173497,3344.2707648116602,0.0001349635254553465,15.0
16,C3H3O4-,103.00368215435944,103.0037783370426,11194.34373300953,0.00015622026218396764,16.0
21,C2O2F3-,112.98558747902945,112.98569011896778,1544.887535482823,0.0001713593179314641,18.0
24,C4H3O4-,115.00368215435944,115.00379903842976,269.30718098533646,0.00017442005201191629,19.0
26,C4H5O4-,117.01933221849943,117.01940087900549,2018.0180545823205,0.0001774769943025989,20.0
29,CH2O6N-,123.98876036620943,123.9887499095597,730.2920214674791,0.00018804705738181498,21.0
30,HO6N2-,124.98400933893944,124.984009015774,1141321.5290369547,0.00018955652554078782,23.0
32,HO6NN[15]-,125.98104423233944,125.98104745043135,8178.886240578704,0.00019106860251689726,25.0
33,HO5O[17]N2-,125.98822641937944,125.98822674720549,2167.2771744990823,0.00019107953708573808,26.0
34,HO5O[18]N2-,126.98825571937942,126.98826152386117,12672.376672250728,0.00019259627103701684,27.0
42,C4H5O5-,133.01424683805945,133.01426740279726,3863.8691071187677,0.0002017355922610646,28.0
49,C5H5O5-,145.01424683805945,145.01426722567228,1899.481253218321,0.00021993533523064382,30.0
52,C5H7O5-,147.02989690219945,147.02993416468004,13835.67451692138,0.00022299237283327907,32.0
53,C4C[13]H7O5-,148.03325173999946,148.03324936846164,374.4841231323517,0.00022451399527852937,33.0
60,C6H7O5-,159.02989690219945,159.02991170946072,3827.6720964039473,0.00024119200702259043,34.0
63,C5H5O6-,161.00916145761943,161.0091977830913,3354.160676761917,0.0002441939431104437,35.0
64,C6H9O5-,161.04554696633943,161.04560341095166,1758.436606195237,0.0002442492453340831,36.0
70,C3H4O7N-,165.99932504990943,165.99931129433858,1525.4712662886097,0.0002517621874517899,37.0
75,C7H9O5-,173.04554696633946,173.04554968422192,11040.08543231696,0.00026244880305513506,38.0
76,C6C[13]H9O5-,174.04890180413943,174.0487691617676,312.2117031959592,0.00026397039852846433,39.0
77,C6H7O6-,175.0248115217594,175.02479749439487,2044.50001595554,0.0002654507088354964,40.0
85,C4H6O7N-,180.01497511404946,180.0149736181296,437.5753167406197,0.000273018957244374,42.0
88,C8H9O5-,185.04554696633946,185.0454968926586,527.4959794534237,0.00028064851144720174,43.0
91,C8H11O5-,187.06119703047943,187.06119412268498,2602.9683657531423,0.0002837056435519114,44.0
94,C7H9O6-,189.04046158589938,189.0404474075913,2110.8797711530124,0.00028670733994947913,45.0
98,C5H6O7N-,192.01497511404946,192.0149716909124,1752.6453290138381,0.0002912188815081229,46.0
106,C9H11O5-,199.06119703047943,199.0612145093791,456.73976119994256,0.0003019053549847113,48.0
108,C8H9O6-,201.04046158589938,201.04043595595846,1417.3143989818598,0.0003049071060514672,49.0
109,C9H13O5-,201.07684709461944,201.07689231884032,613.8777258991295,0.0003049624746548859,50.0
112,C8H11O6-,203.0561116500394,203.05610170522195,1135.4173645996002,0.00030796425503929294,51.0
117,C6H8O7N-,206.03062517818938,206.03065010564586,1273.0715346322413,0.0003124755812778114,52.0
120,C5H6O8N-,208.00988973360944,208.00986864796153,1955.945555652663,0.0003154772775654191,53.0
121,C6H10O7N-,208.04627524232941,208.0462638911557,470.637619460322,0.00031553258230169074,54.0
127,C5H8O8N-,210.02553979774945,210.02555379734895,9445.730649097031,0.0003185344758564668,55.0
131,C10H13O5-,213.07684709461944,213.07680571811554,650.9855291612901,0.00032316204222340744,56.0
133,C9H11O6-,215.0561116500394,215.0560823560932,771.9355067002413,0.0003261639666293985,57.0
138,C9H13O6-,217.07176171417942,217.07175572975393,1404.739134196558,0.00032922114166031926,58.0
142,C6H6O8N-,220.00988973360944,220.00988729264043,1145.3220641794621,0.00033367706217793684,59.0
143,C7H10O7N-,220.04627524232941,220.04629531419423,2172.47995207863,0.0003337322318338586,60.0
146,C6H8O8N-,222.02553979774945,222.0255080324895,1896.1126415306294,0.0003367342123772353,61.0
148,C7H12O7N-,222.06192530646942,222.06194688946442,321.964860362418,0.00033678954692221947,62.0
150,C5H6O9N-,224.00480435316945,224.00478970562094,5186.274565222794,0.0003397358801243175,63.0
151,C6H10O8N-,224.04118986188942,224.04116245893047,644.2322784300837,0.0003397910516617459,64.0
159,C10H13O6-,229.07176171417942,229.07167331174927,574.6162966951706,0.00034742082377240205,65.0
162,C10H15O6-,231.08741177831945,231.0872261029212,484.34197515899825,0.00035047743637105347,66.0
164,C8H10O7N-,232.04627524232941,232.04627330894388,383.85378523769805,0.0003519320429217447,67.0
167,C7H8O8N-,234.02553979774945,234.0255163683198,5472.195281170373,0.00035493389163596475,69.0
168,C8H12O7N-,234.06192530646942,234.06192729213276,14192.87389763764,0.00035498894281830816,70.0
170,C7C[13]H12O7N-,235.06528014426945,235.06530361726792,560.3757583254093,0.000356510961996248,71.0
173,C7H10O8N-,236.04118986188942,236.04117698510527,8862.326980459611,0.0003579909403700101,72.0
180,C7H12O8N-,238.05683992602943,238.05677377941893,352.85925957571527,0.00036104769138613224,73.0
192,C8H10O8N-,248.04118986188942,248.0412256879808,16115.037903653818,0.00037619064865737194,74.0
195,C7C[13]H10O8N-,249.04454469968945,249.04451266744138,897.8385465069149,0.00037771227784227446,75.0
198,C8H12O8N-,250.05683992602943,250.05685991686946,14967.458357573112,0.0003792477797048408,76.0
199,C9H16O7N-,250.09322543474946,250.09323833346792,797.284896610708,0.000379302893733346,77.0
201,C7C[13]H12O8N-,251.06019476382943,251.0601075207144,425.36609433417647,0.00038076941381502076,79.0
203,C7H10O9N-,252.03610448144943,252.03606223473267,2328.6911045071024,0.00038224949210744126,80.0
210,C9H10O8N-,260.0411898618894,260.04075784644795,233.4815552647095,0.000394389800682139,83.0
212,C9H12O8N-,262.05683992602945,262.0564995522357,2107.9567538481692,0.000397446773628455,84.0
215,C8H10O9N-,264.03610448144946,264.03572353817265,5561.6909831692565,0.0004004487578223269,85.0
216,C9H14O8N-,264.07248999016946,264.0720879283772,2169.911896111421,0.0004005039274004534,86.0
221,C8H12O9N-,266.05175454558946,266.051344772415,3178.463834359571,0.00040350556154659494,87.0
226,C10H14O8N-,276.0724899901694,276.0724485409335,571.3640433212387,0.00041870409231907263,88.0
229,C9H12O9N-,278.05175454558946,278.05164203045587,7668.168629566812,0.0004217057761863618,89.0
230,C10H16O8N-,278.0881400543094,278.0881328898621,915.4868844549947,0.0004217612268682812,90.0
232,C8C[13]H12O9N-,279.05510938338944,279.05505001370017,348.6910483380325,0.0004232277483480267,91.0
237,C9H14O9N-,280.0674046097294,280.06723041021917,3170.9517834823123,0.000424763031765584,93.0
249,C10H14O9N-,292.0674046097294,292.06716599115697,4514.881468221234,0.00044296260222571665,94.0
253,C10H16O9N-,294.08305467386936,294.08289131659467,12226.686405228262,0.00044601982368562386,95.0
254,C8H11O10N2-,295.04191813787946,295.0418128126823,285.1375740163015,0.00044747395510016404,96.0
255,C9C[13]H16O9N-,295.0864095116694,295.08624627032344,1011.4048055631664,0.0004475414017329222,97.0
258,C9H14O10N-,296.06231922928936,296.06229269825906,248.91170332373133,0.00044902176544121,98.0
263,C14H16O5NF-,297.10179941562944,297.10194030435366,1654.8450028649247,0.00045059833995753963,99.0
267,C11H16O9N-,306.08305467386936,306.0831344610385,352.29850360215613,0.00046421994270175144,100.0
270,C10H14O10N-,308.06231922928936,308.0623050578864,1448.3007559231103,0.0004672215576428666,101.0
275,C10H16O10N-,310.07796929342936,310.0777669410027,932.6186806976928,0.00047027839795830403,102.0
283,C10H14O11N-,324.05723384884936,324.0569446942338,540.8080015422289,0.0004914799233122427,103.0
