,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98837878824446,2440169.1366485604,9.401444612862806e-05,5.0
3,O3N[15]-,62.985401336789415,62.98542957011596,8493.762595165877,9.55266095140052e-05,9.0
4,O2O[17]N-,62.992583523829424,62.992606825464314,2130.9903594115267,9.553748730415844e-05,10.0
5,O2O[18]N-,63.99261282382943,63.992627224707014,14210.337591073598,9.70541451274189e-05,11.0
9,C4H5O2-,85.02950297937943,85.02958771898781,154.17920604910935,0.00012895980136099847,14.0
10,C2HO4-,88.98803209021943,88.98811079871645,4664.815643894614,0.00013496346454144808,16.0
16,C3H3O4-,103.00368215435944,103.00376348616808,11666.769207498504,0.00015622028398695168,18.0
21,C2O2F3-,112.98558747902945,112.98569382318325,1426.1768452981391,0.0001713593454873142,20.0
24,C4H3O4-,115.00368215435944,115.00370913662,222.65338162506706,0.00017441996989808666,21.0
26,C4H5O4-,117.01933221849943,117.0193916752821,1983.870114553688,0.00017747702431815558,22.0
29,CH2O6N-,123.98876036620943,123.98873897629355,1463.2520987513733,0.00018804709182478473,23.0
30,HO6N2-,124.98400933893944,124.98400496946269,1108298.1858616732,0.00018955643499963675,25.0
32,HO6NN[15]-,125.98104423233944,125.98104474775144,7584.707058988853,0.00019106863826608028,27.0
33,HO5O[17]N2-,125.98822641937944,125.98823997316961,1986.6390576086212,0.0001910795728396805,28.0
34,HO5O[18]N2-,126.98825571937942,126.98826199126106,14396.254652319523,0.00019259630745338893,29.0
35,C6H7O3-,127.04006766307943,127.04013327638664,163.15033314245485,0.00019267494804085287,30.0
38,C6H9O3-,129.05571772721942,129.05570429061578,299.7382845601736,0.00019573190761516219,31.0
40,C4H3O5-,130.99859677391942,130.99869946584406,283.2846937186436,0.00019867872948464742,32.0
42,C4H5O5-,133.01424683805945,133.01426889971665,4327.1242590263855,0.00020173563276288487,33.0
49,C5H5O5-,145.01424683805945,145.01427194584704,2057.878421553014,0.00021993538433640004,35.0
52,C5H7O5-,147.02989690219945,147.02994330492942,13651.366516673637,0.00022299242344394745,37.0
60,C6H7O5-,159.02989690219945,159.029930585247,4041.4409528226306,0.0002411920669375195,38.0
63,C5H5O6-,161.00916145761943,161.00919460812204,2690.081782736691,0.0002441940046158375,39.0
64,C6H9O5-,161.04554696633943,161.0455467808431,2359.5492611452546,0.00024424912310940563,40.0
69,C8H5O4-,165.01933221849944,165.01936292715416,250.94442845041422,0.0002502760181363356,41.0
70,C3H4O7N-,165.99932504990943,165.9993376218046,926.692363922766,0.0002517622530356527,42.0
75,C7H9O5-,173.04554696633946,173.04555876361397,11011.041518359065,0.0002624488745631446,43.0
76,C6C[13]H9O5-,174.04890180413943,174.0488471032799,376.41714145641595,0.000263970470895503,44.0
77,C6H7O6-,175.0248115217594,175.0248370763854,1707.0903834952965,0.00026545078204193926,45.0
88,C8H9O5-,185.04554696633946,185.0454930124168,671.9178090187661,0.00028064859347919584,46.0
91,C8H11O5-,187.06119703047943,187.06117832603545,2605.8506143373424,0.00028370549736536513,47.0
94,C7H9O6-,189.04046158589938,189.04046152980527,2003.573091453266,0.00028670742560399473,48.0
98,C5H6O7N-,192.01497511404946,192.01501463518275,2195.55932592377,0.0002912187306607591,49.0
102,C5H8O7N-,194.03062517818938,194.03060196361173,393.38965302275517,0.00029427587901178435,51.0
108,C8H9O6-,201.04046158589938,201.04043320211125,1741.3561020360376,0.0003049072029361194,53.0
112,C8H11O6-,203.0561116500394,203.05610461771977,1745.465744084813,0.00030796435386088665,54.0
117,C6H8O7N-,206.03062517818938,206.03059031204558,2171.3994855397436,0.00031247541708075475,55.0
120,C5H6O8N-,208.00988973360944,208.00986318496723,2159.3823818274236,0.00031547738120787976,56.0
121,C6H10O7N-,208.04627524232941,208.0462807187938,1191.1095873203274,0.0003155326859799571,57.0
127,C5H8O8N-,210.02553979774945,210.0255254011089,8798.290184020663,0.0003185343078109747,58.0
133,C9H11O6-,215.0561116500394,215.05595466694157,528.2889530257575,0.0003261637937110498,59.0
138,C9H13O6-,217.07176171417942,217.0717615656004,1027.3840254411186,0.0003292209667810737,60.0
142,C6H6O8N-,220.00988973360944,220.0099482158756,627.8845667213702,0.00033367717785140575,61.0
143,C7H10O7N-,220.04627524232941,220.04630708042635,1839.699198870856,0.0003337323475445467,62.0
146,C6H8O8N-,222.02553979774945,222.02554752312705,3019.1309710257424,0.00033673403265901074,63.0
150,C5H6O9N-,224.00480435316945,224.00478328342132,5553.573595217896,0.00033973599991198825,64.0
151,C6H10O8N-,224.04118986188942,224.04117079899362,743.8178686140969,0.0003397911714871276,65.0
