,formula,mz,observed,a,sigma,peak
1,C2H3O2-,59.01385291523943,59.01380791525488,168.82757774063995,8.9503075809977e-05,1.0
2,O3N-,61.988366443389424,61.98835863859578,2500543.249109265,9.401438185420654e-05,7.0
3,O3N[15]-,62.985401336789415,62.98540668412562,9068.310432332171,9.552658908058438e-05,13.0
4,O2O[17]N-,62.992583523829424,62.99258424037655,2348.4520770171057,9.55374668704622e-05,14.0
5,O2O[18]N-,63.99261282382943,63.992605463114394,14569.248732008855,9.705412465874143e-05,15.0
9,C4H5O2-,85.02950297937943,85.02954630095897,392.61251721967955,0.00012895971115068757,17.0
10,C2HO4-,88.98803209021943,88.98810304949042,3478.5069616469323,0.00013496344527338475,19.0
15,C4H5O3-,101.02441759893942,101.02445153630921,184.05747514878766,0.00015321831089227996,21.0
16,C3H3O4-,103.00368215435944,103.00374326295797,11020.008823059707,0.00015622026699740213,22.0
21,C2O2F3-,112.98558747902945,112.98563849783767,1498.1631500940975,0.0001713592227784345,24.0
26,C4H5O4-,117.01933221849943,117.01935778745121,2612.1533226373886,0.00017747689683577305,25.0
29,CH2O6N-,123.98876036620943,123.9887060635888,1283.2591419285075,0.00018804695604755038,27.0
30,HO6N2-,124.98400933893944,124.98396933528876,1108534.361936966,0.00018955642366747736,30.0
32,HO6NN[15]-,125.98104423233944,125.98100704258215,7215.619892232214,0.00019106862724759937,32.0
33,HO5O[17]N2-,125.98822641937944,125.98818335745135,1826.0740904757295,0.00019107943467186022,33.0
34,HO5O[18]N2-,126.98825571937942,126.98822622571048,13044.518320806037,0.00019259616808809567,34.0
42,C4H5O5-,133.01424683805945,133.01424432390456,3362.0457193769466,0.00020173548615705337,35.0
49,C5H5O5-,145.01424683805945,145.01424478840292,1870.2893035211966,0.00021993522318740572,37.0
52,C5H7O5-,147.02989690219945,147.02988816078903,15809.273303295562,0.0002229922598362345,39.0
60,C6H7O5-,159.02989690219945,159.02987656600135,5200.889151018733,0.00024119206892065796,40.0
63,C5H5O6-,161.00916145761943,161.00914108122288,3240.305601306086,0.0002441938238343355,41.0
64,C6H9O5-,161.04554696633943,161.0455142828598,1958.7827883687446,0.0002442491260423511,42.0
70,C3H4O7N-,165.99932504990943,165.99928287593687,991.811384144612,0.00025176225837618454,43.0
75,C7H9O5-,173.04554696633946,173.04548779104502,9416.951226696254,0.0002624486788292534,44.0
77,C6H7O6-,175.0248115217594,175.0247317150465,2038.8594634441224,0.00026545058383496467,45.0
91,C8H11O5-,187.06119703047943,187.06112589814018,2497.919156431087,0.00028370551407380667,47.0
94,C7H9O6-,189.04046158589938,189.0404133724965,751.924770853669,0.00028670744347247774,48.0
98,C5H6O7N-,192.01497511404946,192.0149122903505,1919.5326832145452,0.0002912187503014948,49.0
108,C8H9O6-,201.04046158589938,201.04041019765083,2005.3206301707432,0.0003049072281644811,51.0
112,C8H11O6-,203.0561116500394,203.0560133404687,719.2403582302054,0.00030796412021418673,52.0
117,C6H8O7N-,206.03062517818938,206.0305361165626,1336.888987011502,0.00031247544553222656,53.0
120,C5H6O8N-,208.00988973360944,208.00981310745993,2048.85752629943,0.0003154774109638498,54.0
121,C6H10O7N-,208.04627524232941,208.0461849337761,1078.5033351894508,0.00031553244594530785,55.0
127,C5H8O8N-,210.02553979774945,210.02546414098128,8751.219166046832,0.0003185343389104153,56.0
128,C4C[13]H8O8N-,211.02889463554942,211.02877256017285,415.95705730140344,0.0003200559233724243,57.0
133,C9H11O6-,215.0561116500394,215.05606897749877,1305.6148058801446,0.0003261638282294726,58.0
138,C9H13O6-,217.07176171417942,217.07169895449383,1210.0892854451047,0.00032922100269573755,59.0
142,C6H6O8N-,220.00988973360944,220.00982731737923,1419.0233557369309,0.0003336772158279468,60.0
143,C7H10O7N-,220.04627524232941,220.04620176092703,1528.4697384325468,0.0003337323855468122,61.0
146,C6H8O8N-,222.02553979774945,222.0254837924173,2081.510943398362,0.0003367340720681557,62.0
150,C5H6O9N-,224.00480435316945,224.00470969453747,5813.389367853481,0.00033973573929511094,63.0
151,C6H10O8N-,224.04118986188942,224.04107116479113,1363.5053933183194,0.0003397909108230697,64.0
159,C10H13O6-,229.07176171417942,229.07158194892213,235.72159419403113,0.0003474203699228249,65.0
162,C10H15O6-,231.08741177831945,231.0874070114316,380.7943208708137,0.0003504779254719117,66.0
167,C7H8O8N-,234.02553979774945,234.02545086076807,5364.295628840578,0.00035493374832067884,67.0
168,C8H12O7N-,234.06192530646942,234.06182206039614,15027.355383530836,0.00035498879949446064,68.0
170,C7C[13]H12O7N-,235.06528014426945,235.0651801747454,961.6659560084593,0.00035651081843695307,69.0
173,C7H10O8N-,236.04118986188942,236.04109978476572,8234.466278469692,0.0003579907965840965,70.0
178,C6H8O9N-,238.02045441730945,238.02023061113601,1150.2356361906493,0.0003609924013619588,72.0
187,C10H13O7-,245.06667633373942,245.06670393258298,226.8839397284885,0.0003716793449166504,73.0
192,C8H10O8N-,248.04118986188942,248.04113448619316,17006.84977922546,0.0003761905022703009,74.0
195,C7C[13]H10O8N-,249.04454469968945,249.0443878304585,397.00146945359774,0.00037771213125313194,75.0
196,C7H8O9N-,250.02045441730945,250.02034357994822,442.8268768846534,0.0003791925309042985,76.0
198,C8H12O8N-,250.05683992602943,250.05675992040875,13442.623231933574,0.0003792476329141713,77.0
199,C9H16O7N-,250.09322543474946,250.093101296335,526.6486210530073,0.00037930274693548745,78.0
201,C7C[13]H12O8N-,251.06019476382943,251.0600588505,741.4001501683724,0.0003807692668270048,79.0
203,C7H10O9N-,252.03610448144943,252.03594731128624,1549.9802617504479,0.0003822493449297185,80.0
212,C9H12O8N-,262.05683992602945,262.0563652076356,1996.596774902045,0.00039744662463019276,84.0
213,C10H16O7N-,262.09322543474946,262.0929289363165,215.40745337346797,0.0003975023195100896,85.0
215,C8H10O9N-,264.03610448144946,264.0356166797145,5584.165741737815,0.00040044860849166745,86.0
216,C9H14O8N-,264.07248999016946,264.07202094104554,4065.8837654956646,0.00040050377806376855,87.0
221,C8H12O9N-,266.05175454558946,266.0512933486462,3150.228992328308,0.000403505802073664,88.0
226,C10H14O8N-,276.0724899901694,276.0722498318977,1261.9975042672158,0.0004187039411575129,89.0
229,C9H12O9N-,278.05175454558946,278.05160342669546,6623.128089295324,0.0004217060416363374,90.0
230,C10H16O8N-,278.0881400543094,278.0879316801353,1225.0015242412667,0.0004217610754317688,91.0
232,C8C[13]H12O9N-,279.05510938338944,279.05478895867094,357.0060785320439,0.00042322717764299166,92.0
237,C9H14O9N-,280.0674046097294,280.0672081392198,2653.388506137931,0.00042476288006784696,94.0
249,C10H14O9N-,292.0674046097294,292.06709911898645,4060.7778107846157,0.00044296244912813223,96.0
253,C10H16O9N-,294.08305467386936,294.0827004668495,11226.84569131753,0.00044601921693429423,97.0
255,C9C[13]H16O9N-,295.0864095116694,295.0862814470391,1721.3009936809983,0.0004475417041047042,98.0
263,C14H16O5NF-,297.10179941562944,297.10167964879383,670.294065972089,0.0004505981863656411,99.0
270,C10H14O10N-,308.06231922928936,308.0620735954905,1386.6071900104946,0.00046722091699933515,100.0
275,C10H16O10N-,310.07796929342936,310.07773064913994,815.8885062684072,0.00047027824334154524,101.0
278,C12H18O9N-,320.09870473800936,320.0986744894095,468.53278281861185,0.00048547616486891614,102.0
283,C10H14O11N-,324.05723384884936,324.05708626538456,797.6927650933885,0.000491479767986193,103.0
