,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.9883594047697,2432338.454735374,9.401441036511279e-05,4.0
3,O3N[15]-,62.985401336789415,62.9854069983677,8552.004876171814,9.552657330869027e-05,10.0
4,O2O[17]N-,62.992583523829424,62.992589298630215,2367.863681335327,9.553745109567689e-05,11.0
5,O2O[18]N-,63.99261282382943,63.99260799572533,15883.876097491959,9.705415450709318e-05,12.0
8,C2H3O3-,75.00876753479943,75.00879248638157,164.97539199354466,0.00011376177434159247,13.0
9,C4H5O2-,85.02950297937943,85.02953697445945,558.6318147893496,0.0001289597561540605,15.0
10,C2HO4-,88.98803209021943,88.98809561492439,4300.886148938487,0.0001349634178642516,17.0
16,C3H3O4-,103.00368215435944,103.0037441611031,9859.415635075293,0.0001562202324345542,18.0
21,C2O2F3-,112.98558747902945,112.98562761288133,663.5069477893143,0.0001713591827776465,20.0
26,C4H5O4-,117.01933221849943,117.01936638763507,2472.235475577126,0.00017747696837878054,21.0
29,CH2O6N-,123.98876036620943,123.9887351587173,803.124563619091,0.00018804703387609415,22.0
30,HO6N2-,124.98400933893944,124.98396932586262,1047522.9260871974,0.00018955650240747677,24.0
32,HO6NN[15]-,125.98104423233944,125.98101304454387,7594.445766070896,0.0001910685797633457,26.0
33,HO5O[17]N2-,125.98822641937944,125.98818905233988,2412.2401651046957,0.00019107951433495714,27.0
34,HO5O[18]N2-,126.98825571937942,126.98822406942001,13295.040553028457,0.00019259624867392952,28.0
42,C4H5O5-,133.01424683805945,133.01423543817168,3086.0712281151154,0.00020173557237498278,29.0
49,C5H5O5-,145.01424683805945,145.01422584229073,2284.448332903538,0.00021993532098008224,31.0
52,C5H7O5-,147.02989690219945,147.02990043934446,13182.717888085142,0.00022299235961892338,32.0
60,C6H7O5-,159.02989690219945,159.02989113810767,4044.740544311577,0.00024119200049492828,33.0
63,C5H5O6-,161.00916145761943,161.00914855676902,1719.0743494837973,0.0002441939377694307,34.0
64,C6H9O5-,161.04554696633943,161.04555436462692,1464.1850642235825,0.0002442490562556573,35.0
70,C3H4O7N-,165.99932504990943,165.99928993616962,1153.116257783018,0.0002517621852055984,36.0
72,C7H7O5-,171.02989690219945,171.02981773742587,260.722738642532,0.0002593917168670069,37.0
75,C7H9O5-,173.04554696633946,173.04550646276994,8776.858988678623,0.0002624488054269044,38.0
77,C6H7O6-,175.0248115217594,175.02473231688344,2014.1562284043284,0.00026545050435845715,39.0
85,C4H6O7N-,180.01497511404946,180.01491760717587,479.3896281547554,0.0002730189644641057,40.0
91,C8H11O5-,187.06119703047943,187.0611462864332,3020.705259622008,0.000283705655950888,41.0
94,C7H9O6-,189.04046158589938,189.04043217995888,1721.8452080512334,0.00028670735385273436,42.0
98,C5H6O7N-,192.01497511404946,192.014933267828,2095.540246399634,0.00029121865847550035,43.0
102,C5H8O7N-,194.03062517818938,194.03064674155965,485.82973087995623,0.00029427580654157277,45.0
108,C8H9O6-,201.04046158589938,201.0404068532548,1982.4254077070352,0.0003049071295319487,47.0
112,C8H11O6-,203.0561116500394,203.05603484085236,1363.5808940973177,0.00030796428020437726,48.0
117,C6H8O7N-,206.03062517818938,206.0305184192828,1355.369419135527,0.00031247534306501085,49.0
120,C5H6O8N-,208.00988973360944,208.00978332746126,1393.0109743829157,0.0003154773069616892,50.0
121,C6H10O7N-,208.04627524232941,208.04619208879484,946.7081620168035,0.0003155323419149338,51.0
127,C5H8O8N-,210.02553979774945,210.025457420953,8166.519774126379,0.00031853423333715107,52.0
133,C9H11O6-,215.0561116500394,215.05597806199196,1026.3183829431061,0.000326163718699836,53.0
138,C9H13O6-,217.07176171417942,217.071653086994,1140.9862999213874,0.0003292208915667546,54.0
142,C6H6O8N-,220.00988973360944,220.0098833905773,989.0852966224186,0.0003336771023534717,55.0
143,C7H10O7N-,220.04627524232941,220.04622678481397,1746.3919258112328,0.0003337322720431935,56.0
146,C6H8O8N-,222.02553979774945,222.0254795167536,1754.444525184223,0.0003367339569750092,57.0
150,C5H6O9N-,224.00480435316945,224.004778798453,4989.709402116365,0.0003397359240519452,58.0
151,C6H10O8N-,224.04118986188942,224.0410141265439,318.52430990951666,0.00033979109562391096,59.0
159,C10H13O6-,229.07176171417942,229.07161690090018,403.52774762338396,0.00034742056084194594,60.0
