,formula,mz,observed,a,sigma,peak
2,O3N-,61.988366443389424,61.98836629619944,2611278.2777556353,9.40144102168816e-05,4.0
3,O3N[15]-,62.985401336789415,62.98541478061957,8659.827285522288,9.552657187170133e-05,8.0
4,O2O[17]N-,62.992583523829424,62.99259514994361,2216.879934769667,9.553744964930672e-05,9.0
5,O2O[18]N-,63.99261282382943,63.99261271759576,16762.701527719277,9.705415173731647e-05,10.0
10,C2HO4-,88.98803209021943,88.98810288880429,3698.095381254856,0.00013496344817173168,15.0
16,C3H3O4-,103.00368215435944,103.00375688937626,10118.611024639502,0.0001562202502696545,16.0
21,C2O2F3-,112.98558747902945,112.98563728977217,1393.0469672601025,0.0001713591896440577,19.0
25,C5H7O3-,115.04006766307943,115.04005346364126,294.0086698531934,0.00017447504469521126,20.0
26,C4H5O4-,117.01933221849943,117.01936758098465,2145.6943118821146,0.00017747697034179466,21.0
29,CH2O6N-,123.98876036620943,123.9887131147446,1121.5918288806743,0.00018804702674785157,22.0
30,HO6N2-,124.98400933893944,124.98397994821505,1146582.119722377,0.00018955649391798655,24.0
32,HO6NN[15]-,125.98104423233944,125.98099847682364,6487.8110731212755,0.00019106856989466973,26.0
33,HO5O[17]N2-,125.98822641937944,125.98820497760225,2573.310691081098,0.00019107950445625092,27.0
34,HO5O[18]N2-,126.98825571937942,126.98823908206907,13781.999913764012,0.00019259623739606844,28.0
40,C4H3O5-,130.99859677391942,130.99858067842146,214.2268262806757,0.00019867851776974603,29.0
42,C4H5O5-,133.01424683805945,133.01424589952998,4088.0907840344616,0.0002017355523388377,30.0
49,C5H5O5-,145.01424683805945,145.0142930000423,1553.7220995640814,0.00021993528186939484,32.0
52,C5H7O5-,147.02989690219945,147.0298995077852,13601.927669563265,0.0002229923170960207,34.0
55,C2H2O7N-,151.98367498576945,151.98365167740474,564.3974072928442,0.00023050544821269804,35.0
60,C6H7O5-,159.02989690219945,159.02988161371673,3555.8677868734044,0.00024119211677466285,36.0
63,C5H5O6-,161.00916145761943,161.0091351203856,2683.7275746494774,0.000244193869985243,37.0
64,C6H9O5-,161.04554696633943,161.04552704867817,941.989960861435,0.000244248988402223,38.0
67,C3O2F5-,162.98239391902945,162.98247045457626,224.6297400093477,0.0002471867057119474,39.0
75,C7H9O5-,173.04554696633946,173.04551609795533,8394.898927082895,0.00026244871372233924,40.0
76,C6C[13]H9O5-,174.04890180413943,174.04884938782388,844.6573882623409,0.0002639705142528432,41.0
77,C6H7O6-,175.0248115217594,175.02473915273302,1977.8154422838584,0.00026545061673101134,42.0
88,C8H9O5-,185.04554696633946,185.04550773045358,611.8363673054155,0.00028064863119033447,44.0
91,C8H11O5-,187.06119703047943,187.0611513378748,1979.4342839595336,0.0002837055339611235,45.0
94,C7H9O6-,189.04046158589938,189.04043775100268,2433.7353899933237,0.0002867074610804913,46.0
98,C5H6O7N-,192.01497511404946,192.01490950794744,2675.4531553597803,0.0002912187644108862,47.0
102,C5H8O7N-,194.03062517818938,194.0305485647589,298.74622024896445,0.00029427566854804,49.0
108,C8H9O6-,201.04046158589938,201.0404029402931,2076.6316890053754,0.00030490723112600883,50.0
112,C8H11O6-,203.0561116500394,203.05605135775025,1570.1297532301396,0.000307964120578144,51.0
117,C6H8O7N-,206.03062517818938,206.0306119137124,2358.962836386545,0.0003124754419914906,52.0
120,C5H6O8N-,208.00988973360944,208.00978379835587,2075.9089127105476,0.00031547713503441436,53.0
121,C6H10O7N-,208.04627524232941,208.04611416770499,1042.030580286938,0.0003155324397106492,54.0
127,C5H8O8N-,210.02553979774945,210.02549131692246,9361.732693912942,0.0003185343299928791,55.0
131,C10H13O5-,213.07684709461944,213.07675821584735,858.6708843289359,0.000323161891262142,56.0
133,C9H11O6-,215.0561116500394,215.05595730939268,1056.7001245734305,0.00032616381232712606,57.0
138,C9H13O6-,217.07176171417942,217.07172016772057,559.2529845639551,0.0003292209839281042,58.0
142,C6H6O8N-,220.00988973360944,220.00990912341177,263.6722298167345,0.00033367719281623845,59.0
143,C7H10O7N-,220.04627524232941,220.04621936472878,1861.501078929884,0.0003337323624820602,60.0
146,C6H8O8N-,222.02553979774945,222.02549408954317,2359.5577479389017,0.0003367340460990144,61.0
150,C5H6O9N-,224.00480435316945,224.00476883820798,6254.854216048554,0.0003397360118325671,62.0
151,C6H10O8N-,224.04118986188942,224.04092143125752,471.9518091046095,0.00033979088185919734,63.0
159,C10H13O6-,229.07176171417942,229.0717318089816,544.683434781541,0.000347420645055152,64.0
167,C7H8O8N-,234.02553979774945,234.02545992617655,5370.190080863932,0.00035493370397703675,65.0
168,C8H12O7N-,234.06192530646942,234.06186374884746,14920.784904363909,0.0003549890770672871,66.0
170,C7C[13]H12O7N-,235.06528014426945,235.06519644486767,892.5044690878548,0.00035651077243995167,67.0
173,C7H10O8N-,236.04118986188942,236.0410870611918,9171.44479557762,0.00035799074902674474,68.0
175,C8H14O7N-,236.07757537060942,236.07741310769512,323.56150458040895,0.0003580458606443538,69.0
178,C6H8O9N-,238.02045441730945,238.02037700135904,725.1705203031005,0.0003609926807902466,70.0
192,C8H10O8N-,248.04118986188942,248.04116514687888,15630.587954971907,0.0003761907860817556,71.0
195,C7C[13]H10O8N-,249.04454469968945,249.04440360460615,657.4571670352962,0.00037771241547889607,72.0
196,C7H8O9N-,250.02045441730945,250.0204227342116,682.2812440083828,0.00037919246007095137,73.0
198,C8H12O8N-,250.05683992602943,250.05679381132617,14203.317420738342,0.00037924756201810646,74.0
201,C7C[13]H12O8N-,251.06019476382943,251.06026941300598,452.9992180973985,0.0003807695518717876,75.0
203,C7H10O9N-,252.03610448144943,252.03597931112617,1058.641157216109,0.00038224927059983316,76.0
212,C9H12O8N-,262.05683992602945,262.05638498235845,2098.090294042003,0.00039744691383123136,78.0
