formula,mz,observed,a,sigma,peak,error
C2H3O2-,59.01385291523943,59.013827044591814,38.56475764536461,8.95031116957427e-05,2.0,2.5870647618830844e-05
O3N-,61.988366443389424,61.98837499746691,2514040.0312141995,9.401441483845583e-05,6.0,-8.55407748900916e-06
O3N[15]-,62.985401336789415,62.98542340583651,8785.88195462018,9.552657607121896e-05,8.0,-2.206904709112223e-05
O2O[17]N-,62.992583523829424,62.992604273465325,2496.5309793420884,9.55374987990818e-05,9.0,-2.074963590104062e-05
O2O[18]N-,63.99261282382943,63.992623811334724,15959.856550444498,9.705415549855436e-05,10.0,-1.0987505291382149e-05
C3H3O2-,71.01385291523944,71.0139001433522,46.61637750426965,0.00010770295207614657,14.0,-4.722811276280936e-05
C3H5O2-,73.02950297937943,73.02954028886401,23.000217433627515,0.00011075994326231083,16.0,-3.7309484582692676e-05
C4H5O2-,85.02950297937943,85.02958674296826,175.06611747260408,0.0001289597813513547,21.0,-8.376358883310786e-05
C2HO4-,88.98803209021943,88.98811598214505,2661.22210149346,0.00013496351293628857,25.0,-8.389192561253367e-05
C3H3O4-,103.00368215435944,103.00376372442453,8186.723094507234,0.00015622022865507544,28.0,-8.15700650917961e-05
C2O2F3-,112.98558747902945,112.98566038530613,987.876331977597,0.00017135926713660643,33.0,-7.290627668510297e-05
C4H3O4-,115.00368215435944,115.00370288035099,85.12795971323408,0.00017441988661242487,36.0,-2.072599154701038e-05
C4H5O4-,117.01933221849943,117.01939114815818,1658.6172797086508,0.00017747704982947293,37.0,-5.892965874920719e-05
C3H3O5-,118.99859677391943,118.99861286456976,51.36239227053371,0.0001804787787508287,38.0,-1.6090650333921985e-05
CH2O6N-,123.98876036620943,123.98874288743656,1069.1977093843109,0.00018804698545316436,39.0,1.7478772875278992e-05
HO6N2-,124.98400933893944,124.98399950279831,1158173.4194475887,0.00018955645159520712,42.0,9.836141131813747e-06
HO6NN[15]-,125.98104423233944,125.98103667039612,7996.6197973713,0.00019106865367427903,44.0,7.5619433204110464e-06
HO5O[17]N2-,125.98822641937944,125.98822538645399,2086.511017096833,0.0001910795882392365,45.0,1.0329254536145527e-06
HO5O[18]N2-,126.98825571937942,126.98825486617247,13832.086547575653,0.00019259619297776532,46.0,8.53206955753194e-07
C5H5O4-,129.01933221849944,129.01928731958256,57.89011571271049,0.00019567656515680722,47.0,4.4898916883084894e-05
C6H9O3-,129.05571772721942,129.05573872220236,85.11876077191856,0.00019573191926360267,48.0,-2.0994982946831442e-05
C5H7O4-,131.03498228263942,131.03494451697506,30.676570920648015,0.00019873361836902757,49.0,3.776566435931272e-05
C4H5O5-,133.01424683805945,133.01425976062265,3226.5431421192065,0.00020173550141992683,50.0,-1.2922563200845616e-05
C6H7O4-,143.03498228263942,143.03503402709626,47.70451650196883,0.00021693354433362412,52.0,-5.174445684019702e-05
C5H5O5-,145.01424683805945,145.01427342257608,1257.5598479863093,0.00021993537414815654,53.0,-2.6584516632510713e-05
C5H7O5-,147.02989690219945,147.0299255617635,12706.732960945339,0.00022299241022759124,56.0,-2.8659564037525342e-05
C4C[13]H7O5-,148.03325173999946,148.0332628210628,189.62369030946434,0.0002245140318988918,57.0,-1.1081063348683529e-05
C2H2O7N-,151.98367498576945,151.98365816239976,88.50480404915334,0.00023050537493323077,58.0,1.68233696911102e-05
C6H7O5-,159.02989690219945,159.0299052467914,2572.9913431959394,0.00024119203448282552,60.0,-8.344591947206936e-06
C5H5O6-,161.00916145761943,161.0091753258185,2252.351139363673,0.0002441939687921066,61.0,-1.3868199062017084e-05
C6H9O5-,161.04554696633943,161.04555165893848,1583.4150783886266,0.0002442490872233054,62.0,-4.692599048894408e-06
C3H4O7N-,165.99932504990943,165.99931603261277,777.6382492165823,0.00025176220847698025,65.0,9.017296662250374e-06
C7H7O5-,171.02989690219945,171.02993839294257,96.95458326026565,0.0002593919330398145,68.0,-4.1490743114991346e-05
C8H11O4-,171.06628241091943,171.0663467575941,29.20655880410233,0.0002594470460303627,69.0,-6.434667466237443e-05
C7H9O5-,173.04554696633946,173.0455276911773,9506.731548826996,0.0002624488170905416,70.0,1.927516214550451e-05
C6C[13]H9O5-,174.04890180413943,174.04886752615525,132.2082474993964,0.00026397061798808094,71.0,3.4277984184427623e-05
C6H7O6-,175.0248115217594,175.02478651880796,1878.105052723402,0.0002654507208213029,73.0,2.5002951446140287e-05
C4H6O7N-,180.01497511404946,180.01501819958335,58.523863945033426,0.0002730191810618779,75.0,-4.308553388909786e-05
C8H9O5-,185.04554696633946,185.0455301561176,206.2824588155445,0.00028064851248702476,76.0,1.6810221865171115e-05
C7H7O6-,187.0248115217594,187.02480067612052,32.50711368092922,0.00028365044100573636,77.0,1.0845638882983621e-05
C8H11O5-,187.06119703047943,187.061184172075,2168.90788315868,0.00028370564227647054,78.0,1.2858404431881354e-05
C7H9O6-,189.04046158589938,189.04045304499962,1763.5615935644382,0.0002867075700637199,80.0,8.540899756326326e-06
C5H6O7N-,192.01497511404946,192.01497423593844,1339.824252957415,0.0002912188743837331,81.0,8.781110238942347e-07
C5H8O7N-,194.03062517818938,194.03066032859218,91.99258796503211,0.00029427577918191326,83.0,-3.51504027946703e-05
C9H11O5-,199.06119703047943,199.06126441857234,87.29854030741848,0.0003019055916822294,85.0,-6.738809290141035e-05
C8H9O6-,201.04046158589938,201.04046122663937,1441.142989264514,0.00030490734399940387,86.0,3.5926001373809413e-07
C9H13O5-,201.07684709461944,201.07685247301228,135.88333892159835,0.0003049624562547529,87.0,-5.378392842203539e-06
C8H11O6-,203.0561116500394,203.05607492558835,746.4097430156397,0.0003079642340785325,88.0,3.672445106417399e-05
C6H8O7N-,206.03062517818938,206.03058286360869,906.7994245478714,0.00031247555640350676,89.0,4.23145806962566e-05
C5H6O8N-,208.00988973360944,208.00987613101924,1919.056061553096,0.0003154772500440136,90.0,1.3602590200889608e-05
C6H10O7N-,208.04627524232941,208.04627591403863,563.0137702471654,0.00031553255473119147,91.0,-6.71709216248928e-07
C5H8O8N-,210.02553979774945,210.02552923538826,8401.816982720977,0.0003185344456037715,92.0,1.0562361183019675e-05
C4C[13]H8O8N-,211.02889463554942,211.02886190509298,78.95999596660475,0.0003200560289882736,94.0,3.273045643936712e-05
C10H13O5-,213.07684709461944,213.0767790070887,581.1422261784916,0.00032316200776917787,95.0,6.808753073528351e-05
C9H11O6-,215.0561116500394,215.05606863962586,478.34506132121305,0.0003261639294065206,97.0,4.301041354892732e-05
C9H13O6-,217.07176171417942,217.07173113391707,913.6770493416882,0.00032922110158317355,99.0,3.05802623472573e-05
C6H6O8N-,220.00988973360944,220.00986597146644,449.8623842602121,0.00033367701787830306,100.0,2.3762143001704317e-05
C7H10O7N-,220.04627524232941,220.04622043716282,951.7258290135845,0.0003337321874814838,101.0,5.480516659872592e-05
C6H8O8N-,222.02553979774945,222.02550443534136,1489.9845233690658,0.00033673416513808245,103.0,3.536240808443836e-05
C5H6O9N-,224.00480435316945,224.00477763882932,4741.067488110037,0.00033973582996549853,105.0,2.6714340123135116e-05
C6H10O8N-,224.04118986188942,224.04121222531467,450.5151416502063,0.00033979130296938817,106.0,-2.2363425244975588e-05
C10H13O6-,229.07176171417942,229.07172181422104,171.8034792375155,0.00034742076598834543,108.0,3.989995838082905e-05
C9H11O7-,231.05102626959942,231.05108746924438,40.70170421688179,0.0003504227388723218,109.0,-6.119964496065222e-05
C10H15O6-,231.08741177831945,231.08738179517772,270.1730061369469,0.0003504776913502368,110.0,2.9983141729417184e-05
C7H8O8N-,234.02553979774945,234.0255022134275,4248.878170191207,0.0003549338261901591,112.0,3.7584321944450494e-05
C8H12O7N-,234.06192530646942,234.06190290909765,11567.202787276447,0.00035498919928968566,113.0,2.239737176523704e-05
C7C[13]H12O7N-,235.06528014426945,235.0652400320453,435.8666661446191,0.000356510894916374,114.0,4.0112224155564036e-05
C7H10O8N-,236.04118986188942,236.0411506056731,8040.917603778695,0.00035799087174857066,116.0,3.9256216325611604e-05
