formula,mz,observed,a,sigma,peak,error
C2H3O2-,59.01385291523943,59.013832685540685,20.537755574991316,8.950309515286288e-05,4.0,2.022969874815317e-05
O3N-,61.988366443389424,61.98837664905559,2492607.8878009184,9.401444100598016e-05,7.0,-1.0205666164608829e-05
O3N[15]-,62.985401336789415,62.985425865772996,8603.644502233587,9.552660290337492e-05,10.0,-2.4528983580296426e-05
O2O[17]N-,62.992583523829424,62.992606256250134,2256.0614517230874,9.553748068270358e-05,11.0,-2.2732420710269707e-05
O2O[18]N-,63.99261282382943,63.99262342727212,15448.294033640277,9.705418300797166e-05,12.0,-1.0603442689216536e-05
C2H3O3-,75.00876753479943,75.00879952923484,62.54382352074733,0.00011376178853247012,22.0,-3.1994435403248644e-05
C4H5O2-,85.02950297937943,85.02956654089311,133.57423228220372,0.0001289597537791873,27.0,-6.356151368436258e-05
C2HO4-,88.98803209021943,88.98812100791301,2911.46448229452,0.00013496348354134337,31.0,-8.891769357433077e-05
C3H3O4-,103.00368215435944,103.00376514775331,7779.2464387489545,0.00015622028652096322,39.0,-8.299339387463078e-05
C2O2F3-,112.98558747902945,112.98566183607682,1087.5339022200892,0.00017135922595614645,44.0,-7.435704736735715e-05
C4H3O4-,115.00368215435944,115.00369894718756,38.27200022986716,0.0001744199552766763,47.0,-1.679282812006022e-05
C5H7O3-,115.04006766307943,115.04009754294597,53.05727155954799,0.00017447508096365042,48.0,-2.9879866545456935e-05
C4H5O4-,117.01933221849943,117.01938204635262,1933.6957601510974,0.00017747700655042323,50.0,-4.9827853189299276e-05
CH2O6N-,123.98876036620943,123.98874642429557,1452.5492009780146,0.0001880470626093243,54.0,1.3941913863391164e-05
HO6N2-,124.98400933893944,124.98399694587128,1163340.2695247552,0.00018955652971276433,57.0,1.2393068161031806e-05
HO6NN[15]-,125.98104423233944,125.98103165442244,7604.393953326405,0.0001910686056183997,61.0,1.2577917004819028e-05
HO5O[17]N2-,125.98822641937944,125.9882243429386,2086.902023364625,0.00019107954017945174,62.0,2.0764408503737286e-06
HO5O[18]N2-,126.98825571937942,126.98825304355223,14626.15052580062,0.00019259627304372807,63.0,2.6758271900462205e-06
C6H9O3-,129.05571772721942,129.05576097731623,69.43797892177642,0.00019573186953321205,65.0,-4.3250096808833405e-05
C5H7O4-,131.03498228263942,131.03498001227877,26.833307334481997,0.00019873370241880962,66.0,2.2703606532559206e-06
C4H5O5-,133.01424683805945,133.01426495837887,2952.337049872847,0.000201735587442279,67.0,-1.812031942449721e-05
CO5N3-,133.98434369210943,133.98435793459132,101.10712328405457,0.0002032067983261297,68.0,-1.4242481881865388e-05
C5H5O5-,145.01424683805945,145.01425680142404,1257.6259004466192,0.00021993531544493497,73.0,-9.963364590248602e-06
C5H7O5-,147.02989690219945,147.02992422887428,12853.028064982116,0.00022299235035829862,76.0,-2.732667482518991e-05
C4C[13]H7O5-,148.03325173999946,148.03328504721375,158.85548850203205,0.00022451413339064086,77.0,-3.3307214295064114e-05
C2H2O7N-,151.98367498576945,151.98368217904056,151.24140232370306,0.00023050548063739725,78.0,-7.193271102323706e-06
C6H5O5-,157.01424683805945,157.01421339830935,30.065304800732076,0.00023813497941539027,79.0,3.343975009784117e-05
C6H7O5-,159.02989690219945,159.02990542172404,2453.9700749245885,0.0002411921478447598,81.0,-8.519524584471583e-06
C5H5O6-,161.00916145761943,161.00916931528437,2006.3219876540866,0.00024419390064088037,83.0,-7.85766494004747e-06
C6H9O5-,161.04554696633943,161.04555941485268,1601.0404565203726,0.000244249202809348,84.0,-1.2448513245999493e-05
C3O2F5-,162.98239391902945,162.98239667818657,29.540261607499765,0.00024718654885547646,85.0,-2.7591571267748805e-06
C8H5O4-,165.01933221849944,165.01932009931986,11.542700599094506,0.00025027590473154364,88.0,1.2119179586989048e-05
C3H4O7N-,165.99932504990943,165.99932074067766,744.6319308023866,0.00025176213728873967,89.0,4.309231769639155e-06
C7H7O5-,171.02989690219945,171.02991102191362,235.25464892954645,0.00025939185874799517,91.0,-1.411971416587221e-05
C7H9O5-,173.04554696633946,173.04552857166865,9119.629133864011,0.00026244874154359766,92.0,1.839467080344548e-05
C6C[13]H9O5-,174.04890180413943,174.04884782728084,112.28531999282933,0.00026397054181383363,93.0,5.397685859520607e-05
C6H7O6-,175.0248115217594,175.02479088121706,1538.3486658479221,0.00026545064403537297,94.0,2.0640542345518043e-05
C7H11O5-,175.06119703047943,175.06123472889703,16.637745391822264,0.000265506033189247,95.0,-3.769841760004056e-05
C4H6O7N-,180.01497511404946,180.01496022114048,32.02861251926266,0.0002730191011241246,98.0,1.4892908978936248e-05
C8H9O5-,185.04554696633946,185.04556008637854,225.9134890015315,0.00028064865566258286,100.0,-1.3120039085379176e-05
C7H7O6-,187.0248115217594,187.02479023009542,123.06746641440321,0.000283650356573679,101.0,2.1291663983902254e-05
C8H11O5-,187.06119703047943,187.06116783315764,2143.807016781591,0.00028370555782087514,102.0,2.9197321794072195e-05
C7H9O6-,189.04046158589938,189.0404454439148,1509.3699595290755,0.00028670748432497165,103.0,1.6141984588102787e-05
C5H6O7N-,192.01497511404946,192.01496620202508,999.5439922910841,0.00029121878670519533,105.0,8.912024384244432e-06
C5H8O7N-,194.03062517818938,194.03062361161503,233.6688488037703,0.00029427569018117695,108.0,1.5665743546833255e-06
C9H11O5-,199.06119703047943,199.06124015613005,44.9689310261115,0.0003019054993542056,111.0,-4.3125650620368106e-05
C8H9O6-,201.04046158589938,201.04043057169216,1274.1599985205157,0.0003049072503517895,113.0,3.101420722373405e-05
C9H13O5-,201.07684709461944,201.07686111937298,88.02967712733235,0.0003049623625828552,114.0,-1.4024753539843005e-05
C8H11O6-,203.0561116500394,203.05608352013147,1036.821365877761,0.00030796413908100884,115.0,2.8129907946095045e-05
C6H8O7N-,206.03062517818938,206.0305860495452,1052.353452721284,0.00031247545940265935,116.0,3.91286441754346e-05
C5H6O8N-,208.00988973360944,208.00987308079038,1741.4447685413988,0.0003154774214464471,117.0,1.6652819056162116e-05
C6H10O7N-,208.04627524232941,208.04624272065095,475.14466469827835,0.0003155324563653273,118.0,3.252167846312659e-05
C5H8O8N-,210.02553979774945,210.0255130238724,8234.601297636402,0.0003185343458916279,119.0,2.6773877038976934e-05
C10H13O5-,213.07684709461944,213.0767731968119,306.80503605643287,0.00032316218562971103,120.0,7.389780753896957e-05
C9H11O6-,215.0561116500394,215.05603789583282,610.6941878930626,0.00032616382624673935,123.0,7.375420659627707e-05
C10H15O5-,215.09249715875941,215.09245857150822,19.7227778007873,0.000326219128436894,124.0,3.858725119698647e-05
C9H13O6-,217.07176171417942,217.07172646057964,674.2062175851602,0.0003292209970315126,125.0,3.525359977629705e-05
C6H6O8N-,220.00988973360944,220.0099024701773,355.20315202476274,0.0003336772047063793,126.0,-1.2736567867932536e-05
C7H10O7N-,220.04627524232941,220.04622836733012,1115.9162148538774,0.0003337323743570059,127.0,4.687499929900696e-05
C6H8O8N-,222.02553979774945,222.0255462399639,1213.7193927826586,0.0003367340571408161,128.0,-6.4422144419040706e-06
C5H6O9N-,224.00480435316945,224.0047864112495,4391.852457740024,0.0003397360220286046,131.0,1.7941919935537953e-05
C6H10O8N-,224.04118986188942,224.04112934018707,665.185485583183,0.0003397911935599552,132.0,6.0521702351934437e-05
C10H13O6-,229.07176171417942,229.07172153761795,185.16857866481166,0.00034742065302937936,134.0,4.017656146970694e-05
C10H15O6-,231.08741177831945,231.08737506136308,565.0323650342225,0.00035047789281504485,135.0,3.671695637308403e-05
C8H10O7N-,232.04627524232941,232.04636579523893,28.15378658814474,0.0003519321833109896,136.0,-9.055290951209827e-05
C7H8O8N-,234.02553979774945,234.02549961504664,4043.477086094711,0.00035493370970082554,137.0,4.018270280425895e-05
C8H12O7N-,234.06192530646942,234.0619014938926,11773.844042538332,0.00035498908277420454,138.0,2.38125768134978e-05
C7C[13]H12O7N-,235.06528014426945,235.06525319125996,302.4719548275704,0.000356510777681606,139.0,2.6953009495400693e-05
C6H6O9N-,236.00480435316945,236.00479421618016,41.157807881112326,0.0003579356549356822,140.0,1.0136989288866971e-05
C7H10O8N-,236.04118986188942,236.0411534487991,8255.823948922658,0.00035799075381288693,141.0,3.641309032786921e-05
C8H14O7N-,236.07757537060942,236.0775056882271,278.5830333824831,0.0003580461915554956,142.0,6.96823823318482e-05
C6C[13]H10O8N-,237.04454469968945,237.0444648471732,114.07209272921293,0.00035951244916714346,143.0,7.985251625086676e-05
C6H8O9N-,238.02045441730945,238.02036704474466,332.83141807484947,0.0003609926846433704,144.0,8.737256479207645e-05
C7H12O8N-,238.05683992602943,238.05686113397425,99.35321440620172,0.00036104816067256275,145.0,-2.12079448260738e-05
C10H13O7-,245.06667633373942,245.066762081721,112.03193933865568,0.00037167962790726766,147.0,-8.574798158633712e-05
C8H10O8N-,248.04118986188942,248.04119149835958,13971.614683269667,0.000376190785026339,148.0,-1.6364701593829523e-06
C7C[13]H10O8N-,249.04454469968945,249.04452717222455,480.33260110480217,0.0003777124139151849,149.0,1.7527464905242596e-05
C7H8O9N-,250.02045441730945,250.02042190238743,94.85784853332696,0.00037919245800991763,150.0,3.2514922025939086e-05
C8H12O8N-,250.05683992602943,250.05682020941163,13010.769529436835,0.00037924755993850196,151.0,1.971661779975875e-05
C9H16O7N-,250.09322543474946,250.09315236061624,295.71616992738217,0.00037930267387849655,152.0,7.307413321200329e-05
C7H10O9N-,252.03610448144943,252.0360476693585,808.6046885623987,0.0003822496272672287,154.0,5.6812090917901514e-05
C10H14O8N-,276.0724899901694,276.07244916526804,603.3220707280379,0.0004187042185229193,168.0,4.082490136170236e-05
C8H10O10N-,280.03101910100946,280.03097585703455,101.82491962468447,0.0004247079552041785,175.0,4.324397491473064e-05
C8H11O10N2-,295.04191813787946,295.04193261346813,502.65359039839734,0.00044747407225975656,183.0,-1.4475588670848083e-05
C9C[13]H16O9N-,295.0864095116694,295.0863699452491,750.7278350486829,0.00044754151886931565,184.0,3.9566420298342564e-05
C9H14O10N-,296.06231922928936,296.0623167738923,132.5132095900657,0.0004490218820660887,185.0,2.4553970661145286e-06
C14H16O5NF-,297.10179941562944,297.10185952427213,738.0596035359016,0.0004505984560327753,186.0,-6.0108642685463565e-05
C11H16O9N-,306.08305467386936,306.08304835504293,167.9405164168358,0.000464219572334473,188.0,6.318826422102575e-06
C10H16O10N-,310.07796929342936,310.07788121138896,430.94878830949244,0.0004702785067520206,190.0,8.808204040633427e-05
C11H16O10N-,322.07796929342936,322.0780272296367,66.25160396453184,0.0004884784200491134,192.0,-5.7936207326747535e-05
C10H14O11N-,324.05723384884936,324.0571764057638,80.96114619120553,0.0004914800234035191,193.0,5.744308555222233e-05
