formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.98837542513103,2502713.698345504,9.401443492789357e-05,5.0,-8.98174160823828e-06
O3N[15]-,62.985401336789415,62.98542523081519,8427.570570011501,9.55265965721848e-05,8.0,-2.3894025773074645e-05
O2O[17]N-,62.992583523829424,62.99260454335086,2639.6290497040486,9.55374743496794e-05,9.0,-2.1019521433629507e-05
O2O[18]N-,63.99261282382943,63.992623171056756,16180.91231200327,9.705417641736708e-05,10.0,-1.0347227323848074e-05
C2H3O3-,75.00876753479943,75.00878912343941,150.1590495057623,0.00011376177886770634,17.0,-2.1588639981473534e-05
C4H5O2-,85.02950297937943,85.02957544636612,124.88910114860299,0.00012895981145873608,23.0,-7.246698669405305e-05
C2HO4-,88.98803209021943,88.98812188052746,2655.0727847349035,0.00013496346938671216,26.0,-8.979030802436228e-05
C4H5O3-,101.02441759893942,101.02446296959883,84.34685607983309,0.00015321831485715543,32.0,-4.5370659407240055e-05
C3H3O4-,103.00368215435944,103.00376229675778,8080.355312027792,0.00015622026725391276,35.0,-8.014239834608361e-05
C4H7O3-,103.04006766307943,103.0401525545243,22.301747232339654,0.0001562754571815611,36.0,-8.489144487100475e-05
C2O2F3-,112.98558747902945,112.98566300271274,865.5143967899395,0.00017135931068394585,43.0,-7.552368329299952e-05
C4H3O4-,115.00368215435944,115.00376351790261,19.806956377163665,0.00017442004207004707,44.0,-8.136354317400674e-05
C4H5O4-,117.01933221849943,117.01939199808993,1981.9544308858608,0.0001774769816026242,45.0,-5.9779590500852464e-05
CH2O6N-,123.98876036620943,123.98875720533968,1218.3904201275122,0.0001880470346363335,47.0,3.160869752605322e-06
HO6N2-,124.98400933893944,124.98399885732692,1170618.549283802,0.00018955650129723258,52.0,1.0481612520152339e-05
HO6NN[15]-,125.98104423233944,125.98103623367666,7618.1351385406315,0.00019106870389758415,57.0,7.998662781005805e-06
HO5O[17]N2-,125.98822641937944,125.98822404154966,2115.906981323976,0.00019107951131477457,58.0,2.377829787292285e-06
HO5O[18]N2-,126.98825571937942,126.98825661776561,14242.138523905629,0.00019259624372913804,59.0,-8.983861903288926e-07
C6H9O3-,129.05571772721942,129.0557616971382,53.89921585121798,0.00019573197110369178,62.0,-4.396991877797518e-05
C5H7O4-,131.03498228263942,131.0349341039414,30.049441209399784,0.00019873367125718353,63.0,4.81786980230936e-05
C4H5O5-,133.01424683805945,133.0142737131762,3217.8119136739388,0.000201735555361926,64.0,-2.687511675958376e-05
CO5N3-,133.98434369210943,133.98432068909526,158.21137416277992,0.0002032067657918702,65.0,2.3003014177902514e-05
C3O3F3-,140.98050209858943,140.98049839472634,69.34281678285866,0.00021381751121373705,66.0,3.703863086457204e-06
C5H5O5-,145.01424683805945,145.01426068079036,1413.2886687095042,0.00021993527758384153,69.0,-1.3842730908208978e-05
C5H7O5-,147.02989690219945,147.0299280797049,13440.71762241116,0.00022299231149139437,73.0,-3.117750543424336e-05
C4C[13]H7O5-,148.03325173999946,148.03329389865053,248.79851303498586,0.00022451409401937886,74.0,-4.2158651069712505e-05
C2H2O7N-,151.98367498576945,151.98368974341818,127.24184983091023,0.00023050543925694046,76.0,-1.4757648727936612e-05
C6H7O5-,159.02989690219945,159.02990948512735,2757.5748065144608,0.00024119210278866724,78.0,-1.2582927894300155e-05
C5H5O6-,161.00916145761943,161.00918343642104,2251.6901349389855,0.00024419385453146184,79.0,-2.1978801612476673e-05
C6H9O5-,161.04554696633943,161.04556689815826,1773.4830994700872,0.00024424915668043847,80.0,-1.9931818826535164e-05
C3O2F5-,162.98239391902945,162.9823935157352,40.27605664135588,0.0002471866887710655,81.0,4.032942513276794e-07
C8H5O4-,165.01933221849944,165.01936427862586,27.23396529701356,0.00025027604706258773,83.0,-3.206012641499001e-05
C3H4O7N-,165.99932504990943,165.99930890286686,640.9361721520623,0.00025176228078620434,85.0,1.614704257235644e-05
C7H7O5-,171.02989690219945,171.02981270363256,27.253213023457235,0.00025939160605773106,87.0,8.419856689556582e-05
