formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.988375361185774,2519387.7780346116,9.401440800276211e-05,3.0,-8.917796350260687e-06
O3N[15]-,62.985401336789415,62.98542478691401,8562.088389495446,9.552661418115624e-05,5.0,-2.3450124594148747e-05
O2O[17]N-,62.992583523829424,62.992604695072245,2530.6959260313124,9.553749196336945e-05,6.0,-2.117124282108307e-05
O2O[18]N-,63.99261282382943,63.9926233392754,16069.241061675626,9.705414866544405e-05,8.0,-1.0515445964642822e-05
C2H3O3-,75.00876753479943,75.0088077495491,37.95711919531333,0.00011376180501817638,11.0,-4.0214749674305494e-05
C4H5O2-,85.02950297937943,85.02956717141191,150.214560858338,0.0001289597751463148,15.0,-6.419203248242411e-05
C2HO4-,88.98803209021943,88.98812118897504,2867.013463524345,0.00013496350696492345,20.0,-8.909875560902947e-05
C3H3O4-,103.00368215435944,103.00376344534948,7668.71966340189,0.00015622022378327473,25.0,-8.129099003895135e-05
C2C[13]H3O4-,104.00703699215944,104.00710952845513,20.75496125176912,0.00015774194536995707,27.0,-7.253629568992892e-05
C2O2F3-,112.98558747902945,112.98566722104509,1174.9923787525074,0.00017135926329467092,31.0,-7.974201564309169e-05
C5H7O3-,115.04006766307943,115.04006097837873,51.99528775684343,0.00017447511960334673,35.0,6.684700693426748e-06
C4H5O4-,117.01933221849943,117.01938653396627,1492.3993301664918,0.00017747704645941132,37.0,-5.4315466840648696e-05
CH2O6N-,123.98876036620943,123.9887452548459,1046.2399264337562,0.00018804710710831622,38.0,1.5111363538267142e-05
HO6N2-,124.98400933893944,124.9839992612459,1160804.8107744353,0.000189556449248024,41.0,1.0077693545440525e-05
HO6NN[15]-,125.98104423233944,125.9810342364754,7801.600556141036,0.00019106865146352144,45.0,9.995864047596115e-06
HO5O[17]N2-,125.98822641937944,125.98822308715886,2312.039087428249,0.00019107958602947208,46.0,3.332220586571566e-06
HO5O[18]N2-,126.98825571937942,126.98825536977228,14215.437982686159,0.00019259619090668308,47.0,3.49607148564246e-07
C6H7O3-,127.04006766307943,127.04007040957953,37.56189303180842,0.00019267483135957812,48.0,-2.7465001011250934e-06
C5H5O4-,129.01933221849944,129.01933175660588,46.37418440135196,0.0001956766951406793,49.0,4.6189356339709775e-07
C6H9O3-,129.05571772721942,129.0557340035626,58.67230144021155,0.00019573191748509155,50.0,-1.6276343188792453e-05
C5H7O4-,131.03498228263942,131.03489669531683,18.59776533074234,0.00019873361687789925,51.0,8.55873225873438e-05
C4H5O5-,133.01424683805945,133.01426082055914,3005.628171303856,0.00020173550022330153,53.0,-1.3982499694975559e-05
CO5N3-,133.98434369210943,133.9844031704709,161.064850872198,0.00020320698917464299,54.0,-5.947836146447116e-05
C5H5O5-,145.01424683805945,145.0142549350579,1125.7804319542515,0.0002199353748861553,59.0,-8.096998442397307e-06
C5H7O5-,147.02989690219945,147.0299286555265,12472.661695440598,0.00022299241131518228,64.0,-3.175332705041001e-05
C4C[13]H7O5-,148.03325173999946,148.03326744068724,196.95826999060085,0.00022451403316308544,66.0,-1.5700687782782552e-05
C2H2O7N-,151.98367498576945,151.98372357924194,98.70819803660056,0.00023050554537908894,68.0,-4.859347248498125e-05
C6H5O5-,157.01424683805945,157.01426804021082,14.644029340680603,0.00023813504808640654,71.0,-2.1202151373245215e-05
C7H9O4-,157.0506323467794,157.05066264408762,25.814391155047037,0.00023819025136392481,72.0,-3.0297308228455222e-05
C6H7O5-,159.02989690219945,159.02990734126809,2795.275532301028,0.0002411920377940165,73.0,-1.0439068631740156e-05
C5H5O6-,161.00916145761943,161.0091708706102,2224.289411451594,0.00024419397249308375,74.0,-9.412990777946106e-06
C6H9O5-,161.04554696633943,161.0455620567451,1451.5692612045148,0.0002442490909314993,75.0,-1.5090405668161111e-05
C3O2F5-,162.98239391902945,162.98240636193162,54.777831770785845,0.000247186622298554,76.0,-1.2442902175280324e-05
C3H4O7N-,165.99932504990943,165.99931280465518,811.3008626654464,0.00025176221318900957,77.0,1.2245254254139581e-05
C7H7O5-,171.02989690219945,171.02987085349466,82.06243839570911,0.00025939173770154626,78.0,2.6048704796721722e-05
C8H11O4-,171.06628241091943,171.06629460295952,64.40282293643074,0.0002594470518100633,79.0,-1.219204008862107e-05
C7H9O5-,173.04554696633946,173.045525794467,9750.712608524074,0.00026244882329838317,80.0,2.117187244721208e-05
C6C[13]H9O5-,174.04890180413943,174.0488499433407,208.90596960219736,0.0002639704179568904,81.0,5.1860798720326784e-05
C6H7O6-,175.0248115217594,175.02479100756895,1786.7930102537996,0.0002654507274634851,82.0,2.0514190453013725e-05
C7H11O5-,175.06119703047943,175.06119359788457,79.37711748701817,0.0002655059083858703,84.0,3.4325948661262373e-06
C4H6O7N-,180.01497511404946,180.01494513267434,134.95598102684923,0.00027301897166178953,87.0,2.998137512122412e-05
