,formula,mz,observed,a,sigma,peak
0,C3H5O-,57.03458835981942,57.034473383554705,4000.1731184475248,8.650109224065786e-05,129.0
1,C2H3O2-,59.01385291523943,59.0137691987373,18086.632290221867,8.950298626761957e-05,140.0
2,O3N-,61.988366443389424,61.98832934666897,981046.5174096781,9.401435093789631e-05,164.0
3,O3N[15]-,62.985401336789415,62.98537014517622,3473.2876119288417,9.55265377416099e-05,179.0
4,O2O[17]N-,62.992583523829424,62.99255089704561,1032.208767246645,9.553741506349824e-05,180.0
5,O2O[18]N-,63.99261282382943,63.992565661321706,6253.264937909917,9.705405287195995e-05,182.0
6,C3H3O2-,71.01385291523944,71.01381798557108,25636.811542635984,0.00010770284538500894,213.0
7,C3H5O2-,73.02950297937943,73.02946114103042,41820.01437391206,0.00011075981676329255,244.0
8,C2H3O3-,75.00876753479943,75.0087186934779,1352.0970883066452,0.0001137616718735148,261.0
9,C4H5O2-,85.02950297937943,85.02948672418567,9007.369811332337,0.00012895963880458865,374.0
10,C2HO4-,88.98803209021943,88.98802956905563,76877.35339889783,0.0001349633349539237,422.0
11,C3H5O3-,89.02441759893942,89.02441891766627,1007.8803558875996,0.00013501852458833448,426.0
12,CC[13]HO4-,89.99138692801942,89.99135139885787,1453.2643481615526,0.0001364849918496074,433.0
13,C5H5O2-,97.02950297937944,97.0294670988287,1252.847676997432,0.00014715938638467865,522.0
14,C5H7O2-,99.04515304351943,99.04515054149874,2028.2089074413734,0.00015021647640507365,555.0
15,C4H5O3-,101.02441759893942,101.02438814040309,14123.16383638787,0.00015321825585743655,585.0
16,C3H3O4-,103.00368215435944,103.00366518432718,584336.7787967894,0.00015622008409298102,622.0
17,C4H7O3-,103.04006766307943,103.04005281364472,1336.0230628264376,0.00015627527170592863,630.0
18,C2C[13]H3O4-,104.00703699215944,104.00703141890848,18642.58364290691,0.00015774183720005492,661.0
19,C3H3O3O[18]-,105.00792853479945,105.00787862669489,4317.538193088579,0.00015925980915177155,676.0
20,C6H7O2-,111.04515304351943,111.04513686285149,1015.3993923678142,0.0001684162225495035,718.0
21,C2O2F3-,112.98558747902945,112.98559143484604,1188.3324277077306,0.00017135920600569983,737.0
