,formula,mz,observed,a,sigma,peak
1,C2H3O2-,59.01385291523943,59.0137804906658,18139.969073103017,8.950302252906706e-05,160.0
2,O3N-,61.988366443389424,61.98834152710216,992432.644731671,9.401439010555433e-05,183.0
3,O3N[15]-,62.985401336789415,62.98538301957836,3520.2884431675807,9.552653295688164e-05,203.0
4,O2O[17]N-,62.992583523829424,62.99256461197449,1001.6136395266243,9.553741027825565e-05,204.0
5,O2O[18]N-,63.99261282382943,63.99257838625901,6520.866976082634,9.70540940411458e-05,207.0
6,C3H3O2-,71.01385291523944,71.0138332920998,25790.367115232355,0.00010770284002770664,248.0
7,C3H5O2-,73.02950297937943,73.02947661084723,42351.62006660653,0.00011075986737536579,275.0
8,C2H3O3-,75.00876753479943,75.00873411303589,1376.2785898683044,0.00011376172464230777,310.0
9,C4H5O2-,85.02950297937943,85.02950656602513,9055.632399658309,0.0001289597029582077,425.0
10,C2HO4-,88.98803209021943,88.98804897125888,76753.6793799241,0.0001349634038122456,479.0
11,C3H5O3-,89.02441759893942,89.02443258866752,960.9765633072936,0.0001350185934904346,482.0
12,CC[13]HO4-,89.99138692801942,89.99136790449678,1385.7979483938238,0.0001364850619184584,498.0
13,C5H5O2-,97.02950297937944,97.02948699886484,1385.5630567601002,0.00014715937921265106,581.0
14,C5H7O2-,99.04515304351943,99.04517177692718,1988.2809159415165,0.00015021646909485094,614.0
15,C4H5O3-,101.02441759893942,101.0244086375821,14078.339846983345,0.00015321824841183813,651.0
16,C3H3O4-,103.00368215435944,103.00368669927747,587164.9850881019,0.00015622017050382999,713.0
17,C4H7O3-,103.04006766307943,103.04007707487885,1238.8234318782663,0.00015627535816410804,722.0
18,C2C[13]H3O4-,104.00703699215944,104.00705356176512,18889.457205087183,0.00015774192491925897,749.0
19,C3H3O3O[18]-,105.00792853479945,105.00789755082329,4263.256899887918,0.0001592598014346542,769.0
20,C6H7O2-,111.04515304351943,111.04515708414755,987.2673717635621,0.00016841621442324309,828.0
21,C2O2F3-,112.98558747902945,112.9856199052291,1161.8418119446922,0.00017135919774852946,852.0
22,C5H5O3-,113.02441759893942,113.02444253476048,1633.6188516645527,0.0001714180621318464,856.0
23,C6H9O2-,113.06080310765944,113.0608227391999,1640.624957042675,0.00017147328179786624,859.0
24,C4H3O4-,115.00368215435944,115.003659868686,40364.41284073251,0.0001744198022539825,882.0
25,C5H7O3-,115.04006766307943,115.04004840685033,7661.300139605636,0.0001744750366027587,884.0
26,C4H5O4-,117.01933221849943,117.01933501546571,49192.159776231485,0.0001774769533614082,903.0
27,C3C[13]H5O4-,118.02268705629943,118.02270825633963,1829.2270614708514,0.00017899868990261158,909.0
28,C3H3O5-,118.99859677391943,118.99855249217998,20604.409965596093,0.000180478675259674,926.0
29,CH2O6N-,123.98876036620943,123.98867449111023,782.9735599542014,0.0001880469369190051,950.0
30,HO6N2-,124.98400933893944,124.98395628579294,536909.9830388023,0.00018955646771048646,955.0
31,C7H9O2-,125.06080310765944,125.06076724401994,1315.7754919006807,0.0001896729797474126,961.0
