,formula,mz,observed,a,sigma,peak
0,C3H5O-,57.03458835981942,57.034491882673535,3962.2471893038773,8.650113121741831e-05,86.0
1,C2H3O2-,59.01385291523943,59.013789795949954,18173.5080203731,8.950302733030642e-05,97.0
2,O3N-,61.988366443389424,61.98835111398191,1003961.95228744,9.401439520400515e-05,127.0
3,O3N[15]-,62.985401336789415,62.98539320939664,3619.592629724699,9.552653815583646e-05,157.0
4,O2O[17]N-,62.992583523829424,62.9925748499096,1008.3615186008578,9.55374604294013e-05,158.0
5,O2O[18]N-,63.99261282382943,63.992588560527246,6571.07953528744,9.70540993420736e-05,161.0
6,C3H3O2-,71.01385291523944,71.01384293053314,25961.80192115313,0.0001077028460516177,212.0
7,C3H5O2-,73.02950297937943,73.02948723512421,42242.56762548537,0.00011075987361065127,238.0
8,C2H3O3-,75.00876753479943,75.00874640895694,1357.4915873508455,0.00011376173108676914,264.0
9,C4H5O2-,85.02950297937943,85.02951896147867,8814.79861773365,0.00012895971048553425,350.0
10,C2HO4-,88.98803209021943,88.9880622221209,77894.45939841087,0.0001349634117779523,404.0
11,C3H5O3-,89.02441759893942,89.02444990872274,1047.2881785757238,0.00013501860146019828,408.0
12,CC[13]HO4-,89.99138692801942,89.99138306488574,1399.2274220974855,0.00013648506999620086,423.0
13,C5H5O2-,97.02950297937944,97.0295090377312,1331.3160917764033,0.00014715938808662263,492.0
14,C5H7O2-,99.04515304351943,99.04518897716243,1982.4742496648919,0.0001502164782001244,513.0
15,C4H5O3-,101.02441759893942,101.02442495929397,14102.873821827672,0.00015321825774561635,544.0
16,C3H3O4-,103.00368215435944,103.0037017988321,590766.8094870348,0.0001562201800674853,584.0
17,C4H7O3-,103.04006766307943,103.0400936297443,1344.2669116693628,0.00015627536773200212,593.0
18,C2C[13]H3O4-,104.00703699215944,104.0070671317048,18653.299893866963,0.0001577419345999609,616.0
19,C3H3O3O[18]-,105.00792853479945,105.00791405622803,4563.4904817036095,0.00015925981123244805,638.0
20,C6H7O2-,111.04515304351943,111.0451708433828,952.6851040618934,0.00016841622493456526,680.0
21,C2O2F3-,112.98558747902945,112.98563443341267,1211.9978584495548,0.00017135920849177018,695.0
22,C5H5O3-,113.02441759893942,113.02446766207309,1679.0877990316878,0.0001714180728797385,699.0
23,C6H9O2-,113.06080310765944,113.0608437391366,1638.9831706625948,0.00017147329255012218,700.0
24,C4H3O4-,115.00368215435944,115.00367613793209,40459.632235855504,0.00017441992412579638,721.0
25,C5H7O3-,115.04006766307943,115.04006403337627,7936.351210942333,0.00017447504759288788,723.0
26,C4H5O4-,117.01933221849943,117.01935187835566,49573.94668629514,0.0001774769645906993,746.0
27,C3C[13]H5O4-,118.02268705629943,118.02272433588479,1881.5095682989386,0.00017899870125362294,754.0
28,C3H3O5-,118.99859677391943,118.9985702680295,20864.38585623268,0.00018047868672937644,759.0
29,CH2O6N-,123.98876036620943,123.98871364448813,867.7721097056134,0.0001880469490004031,779.0
30,HO6N2-,124.98400933893944,124.98397465671012,544760.4210452436,0.00018955647991482995,784.0
31,C7H9O2-,125.06080310765944,125.06078513014037,1322.869847818604,0.00018967299196125838,791.0
32,HO6NN[15]-,125.98104423233944,125.9810152206008,3629.5574695920313,0.00019106862183882535,792.0
