formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.98837503301259,2477629.0363522316,9.401441269941224e-05,8.0,-8.58962316385714e-06
O3N[15]-,62.985401336789415,62.9854250382538,9204.229653592543,9.55266184913769e-05,10.0,-2.370146438579468e-05
O2O[17]N-,62.992583523829424,62.992603833420134,2464.604702759116,9.553749627077071e-05,11.0,-2.0309590709644e-05
O2O[18]N-,63.99261282382943,63.99262340211449,15548.286145646254,9.705415257422551e-05,12.0,-1.0578285056794812e-05
C3H5O2-,73.02950297937943,73.02953485594062,33.21144029657036,0.00011075993638989406,17.0,-3.187656119507665e-05
C4H5O2-,85.02950297937943,85.02957111153623,149.48800769211655,0.00012895976825986523,24.0,-6.813215679812856e-05
C2HO4-,88.98803209021943,88.9881151647848,2486.7219065099307,0.00013496349756174998,28.0,-8.307456536726932e-05
C4H5O3-,101.02441759893942,101.02447616414834,49.180007929706726,0.00015321834553457453,34.0,-5.856520891711625e-05
C3H3O4-,103.00368215435944,103.00376353513366,7422.187640185662,0.00015622029832076096,35.0,-8.1380774219042e-05
C2O2F3-,112.98558747902945,112.98565906133952,830.2830992750553,0.00017135923563875867,37.0,-7.158231007053928e-05
C4H3O4-,115.00368215435944,115.00370530445454,39.58384927869206,0.00017441996447929484,38.0,-2.3150095103119384e-05
C5H7O3-,115.04006766307943,115.04006610645014,52.96137721515438,0.0001744750901574667,39.0,1.5566292859148234e-06
C4H5O4-,117.01933221849943,117.01938319306475,1857.3555232635233,0.00017747701525654448,40.0,-5.0974565326100674e-05
C3H3O5-,118.99859677391943,118.9986401911185,49.735797042163405,0.000180478859350886,41.0,-4.341719906619801e-05
CH2O6N-,123.98876036620943,123.9887573539122,1184.9838746608598,0.0001880470694692475,43.0,3.0122972276558357e-06
HO6N2-,124.98400933893944,124.98400015185497,1133541.930900142,0.00018955653629287037,47.0,9.187084472728202e-06
HO6NN[15]-,125.98104423233944,125.98103954567533,7903.747369958845,0.0001910686119142026,51.0,4.686664112796279e-06
HO5O[17]N2-,125.98822641937944,125.98821675354854,2169.753533604882,0.0001910795464731842,52.0,9.665830901894878e-06
HO5O[18]N2-,126.98825571937942,126.98825633148037,13427.019290928934,0.00019259627904824446,54.0,-6.12100947705585e-07
C5H5O4-,129.01933221849944,129.01936592963446,38.02199114561089,0.00019567665261880298,55.0,-3.371113501771106e-05
C6H9O3-,129.05571772721942,129.05572814203535,140.10886952641684,0.00019573187492716085,56.0,-1.0414815932335841e-05
C3F5-,130.99256467990944,130.9926162074975,31.828334074656297,0.00019866939101979383,58.0,-5.152758805593294e-05
C5H7O4-,131.03498228263942,131.03496242249898,23.542481298712282,0.00019873370721235252,59.0,1.986014044064177e-05
C4H5O5-,133.01424683805945,133.01427312714176,2599.6033476639536,0.00020173559161998578,60.0,-2.6289082313724066e-05
CO5N3-,133.98434369210943,133.98436703313706,133.9428377922822,0.0002032069416429206,61.0,-2.3341027628021038e-05
C3C[13]H5O5-,134.01760167585942,134.01764861082876,32.68049716467605,0.0002032572912092426,62.0,-4.6934969333278787e-05
C5H5O5-,145.01424683805945,145.01426335917526,1047.1066642948447,0.00021993531556527984,65.0,-1.6521115810519404e-05
C5H7O5-,147.02989690219945,147.02993396066068,12311.129515367245,0.00022299234974364627,67.0,-3.7058461231254114e-05
C4C[13]H7O5-,148.03325173999946,148.03331738656777,244.27846798622002,0.00022451413240447441,68.0,-6.564656831642424e-05
C6H7O5-,159.02989690219945,159.02989618096944,2490.2670786289405,0.0002411921425453205,72.0,7.212300090486679e-07
C5H5O6-,161.00916145761943,161.00917371963826,2071.513203117263,0.0002441938945188032,73.0,-1.2262018827868815e-05
C6H9O5-,161.04554696633943,161.04557611646848,1291.3385969633773,0.0002442491966719844,74.0,-2.915012905191361e-05
C8H5O4-,165.01933221849944,165.0192417383546,35.14998869754282,0.0002502757062979675,75.0,9.048014484847045e-05
C3H4O7N-,165.99932504990943,165.99932849636647,1019.5012319079915,0.0002517623213337035,76.0,-3.446457043310147e-06
C7H7O5-,171.02989690219945,171.02987986142756,140.20767074739626,0.00025939184824912717,78.0,1.704077189401687e-05
C7H9O5-,173.04554696633946,173.04553680348857,9336.096640028622,0.00026244893479800276,79.0,1.0162850884398722e-05
C6C[13]H9O5-,174.04890180413943,174.04892941571336,108.28856533033812,0.00026397052992808534,80.0,-2.7611573926833444e-05
C6H7O6-,175.0248115217594,175.02479347036189,1932.2092014542113,0.0002654506316946323,81.0,1.8051397518092926e-05
C7H11O5-,175.06119703047943,175.061100316409,94.20605910702244,0.00026550581256911554,83.0,9.671407042333158e-05
C4H6O7N-,180.01497511404946,180.0149011523722,83.02438481151606,0.0002730188692419399,86.0,7.396167725914893e-05
C8H9O5-,185.04554696633946,185.04546600840825,85.70044916957147,0.0002806484121331867,87.0,8.095793120332928e-05
C7H7O6-,187.0248115217594,187.02474136167498,86.65668904201559,0.00028365033837580544,88.0,7.016008441951271e-05
C8H11O5-,187.06119703047943,187.06119728725506,2414.0260769504303,0.00028370553960450684,89.0,-2.5677562121018127e-07
C7C[13]H11O5-,188.0645518682794,188.06453662864791,42.614510433910326,0.00028522735963700457,90.0,1.5239631494523564e-05
C7H9O6-,189.04046158589938,189.0404589404559,1270.5522007744228,0.0002867074650962731,91.0,2.6454434873812716e-06
C5H6O7N-,192.01497511404946,192.0149525316566,958.5617448598327,0.00029121876593104216,92.0,2.2582392858794265e-05
C5H8O7N-,194.03062517818938,194.0305927747173,55.17712584573788,0.000294275668343443,95.0,3.240347209043648e-05
