formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.98837519030393,2533158.739048792,9.401441054514531e-05,7.0,-8.746914502921754e-06
O3N[15]-,62.985401336789415,62.98542569234995,9100.11222711963,9.552661651579324e-05,11.0,-2.4355560533706466e-05
O2O[17]N-,62.992583523829424,62.99260413528746,2449.619429250308,9.553749429649069e-05,12.0,-2.061145803367026e-05
O2O[18]N-,63.99261282382943,63.99262346006737,16643.543873881248,9.705415078425884e-05,13.0,-1.0636237938399518e-05
C3H3O2-,71.01385291523944,71.01389277487355,41.23634809112002,0.0001077029457846179,18.0,-3.985963411423654e-05
C2H3O3-,75.00876753479943,75.00878081282612,61.09474580670198,0.00011376180439728286,21.0,-1.3278026685270561e-05
C4H5O2-,85.02950297937943,85.02957295095396,173.2388534856552,0.00012895977145996055,28.0,-6.99715745327012e-05
C2HO4-,88.98803209021943,88.98812253261868,2448.812083379591,0.00013496350192497043,31.0,-9.0442399240942e-05
C4H5O3-,101.02441759893942,101.02445539945424,19.49256112066043,0.00015321835383951278,36.0,-3.7800514817831754e-05
C3H3O4-,103.00368215435944,103.00376351618434,8196.301309544613,0.00015622021333504867,37.0,-8.136182489693056e-05
C2C[13]H3O4-,104.00703699215944,104.00710602968704,25.2276691632212,0.00015774193449893923,39.0,-6.903752759512827e-05
C2O2F3-,112.98558747902945,112.98566088460284,857.189453766768,0.00017135924843652645,43.0,-7.340557338864073e-05
C5H7O3-,115.04006766307943,115.04009439895296,73.5467564454814,0.00017447510378230396,47.0,-2.6735873532857113e-05
C4H5O4-,117.01933221849943,117.019382406222,1745.004935795813,0.00017747702969320327,48.0,-5.018772256448756e-05
C3H3O5-,118.99859677391943,118.9985925501434,36.55726110547641,0.00018047875789543413,50.0,4.223776031153648e-06
CH2O6N-,123.98876036620943,123.9887525391628,1292.7943115485068,0.0001880470868797085,52.0,7.827046630382029e-06
HO6N2-,124.98400933893944,124.983999260861,1160547.5145202014,0.0001895565541424628,56.0,1.0078078446440486e-05
HO6NN[15]-,125.98104423233944,125.9810355913985,7749.1948213435435,0.0001910686302072634,58.0,8.640940947657327e-06
HO5O[17]N2-,125.98822641937944,125.98822388943039,1935.311743490875,0.00019107956476946487,59.0,2.5299490573615913e-06
HO5O[18]N2-,126.98825571937942,126.98825166955837,14087.435863653327,0.00019259616912457137,60.0,4.049821058060843e-06
C6H7O3-,127.04006766307943,127.04007744102134,39.021727067028216,0.00019267480955028,61.0,-9.77794191214798e-06
C5H5O4-,129.01933221849944,129.01933561512038,45.944874321471325,0.0001956766722852707,64.0,-3.3966209400659864e-06
C4H5O5-,133.01424683805945,133.01426793748016,3032.6303351057463,0.0002017356131420532,66.0,-2.1099420706605088e-05
CO5N3-,133.98434369210943,133.98434074848706,131.7725645128658,0.00020320682417750255,67.0,2.943622376960775e-06
C5H5O5-,145.01424683805945,145.0142653931534,1329.619291718594,0.0002199353429930909,74.0,-1.8555093959093938e-05
C5H7O5-,147.02989690219945,147.0299277889921,13269.379147205911,0.0002229923782112601,77.0,-3.088679264351413e-05
C4C[13]H7O5-,148.03325173999946,148.03330971874365,220.16902549936285,0.00022451416139473608,79.0,-5.797874419499749e-05
C6H7O5-,159.02989690219945,159.02990306229051,2331.8565959711977,0.0002411919971594342,80.0,-6.160091061246931e-06
C5H5O6-,161.00916145761943,161.00918138894392,2300.957407010895,0.0002441939305642999,82.0,-1.993132448774304e-05
C6H9O5-,161.04554696633943,161.04555357736183,1392.7898959040754,0.00024424904897881697,83.0,-6.611022399738431e-06
C3H4O7N-,165.99932504990943,165.99932429540746,884.2410140667807,0.0002517621679332516,84.0,7.545019684584986e-07
C7H7O5-,171.02989690219945,171.0299091404259,78.7606016584497,0.0002593918901101119,87.0,-1.2238226446470435e-05
C7H9O5-,173.04554696633946,173.04552795129527,9157.821846024844,0.00026244877319062446,88.0,1.9015044188108732e-05
C6C[13]H9O5-,174.04890180413943,174.0488502223516,60.90193169143211,0.00026397057360214596,89.0,5.158178782949108e-05
