formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.98837518825863,2501294.041772674,9.401441031830189e-05,5.0,-8.744869205656869e-06
O3N[15]-,62.985401336789415,62.98542429117667,8129.514211105438,9.552661667982611e-05,8.0,-2.2954387254969788e-05
O2O[17]N-,62.992583523829424,62.992605245425274,2457.9730148290337,9.553749446336912e-05,9.0,-2.1721595850010544e-05
O2O[18]N-,63.99261282382943,63.9926229092673,15686.84311309673,9.705415135260314e-05,10.0,-1.0085437864404412e-05
C2H3O3-,75.00876753479943,75.00884876829213,17.92595590652976,0.00011376186840060038,14.0,-8.123349269339997e-05
C4H5O2-,85.02950297937943,85.02959645149421,51.69934162139009,0.00012895978253161063,22.0,-9.347211478427653e-05
C2HO4-,88.98803209021943,88.98811930708536,2658.836800507219,0.0001349635153875475,26.0,-8.721686592139122e-05
C4H5O3-,101.02441759893942,101.02447419847537,42.04963477726109,0.0001532183753211379,31.0,-5.659953595227307e-05
C3H3O4-,103.00368215435944,103.00376233551832,8088.230179718563,0.00015622023623992193,32.0,-8.018115887864496e-05
C2O2F3-,112.98558747902945,112.9856574345401,1086.8324923364348,0.0001713592789518317,36.0,-6.99555106535854e-05
C4H3O4-,115.00368215435944,115.00367115408898,73.39489188412071,0.00017441989933858064,39.0,1.1000270461636319e-05
C5H7O3-,115.04006766307943,115.04008050388038,44.30357695528983,0.00017447513595165103,40.0,-1.2840800948765718e-05
C4H5O4-,117.01933221849943,117.01938388144517,1578.165328303039,0.00017747694966513985,41.0,-5.16629457365525e-05
C3H3O5-,118.99859677391943,118.99862679046018,12.331527552495142,0.00018047879333422975,44.0,-3.0016540748079024e-05
CH2O6N-,123.98876036620943,123.98874614353862,964.3002502515264,0.00018804700245559047,46.0,1.4222670813524019e-05
HO6N2-,124.98400933893944,124.98399910083026,1132187.0274377693,0.00018955646909309335,49.0,1.023810918354684e-05
HO6NN[15]-,125.98104423233944,125.98103556508912,7546.735548575398,0.00019106867167281445,52.0,8.667250327221154e-06
HO5O[17]N2-,125.98822641937944,125.98823204376757,2078.723746256011,0.0001910796062414076,53.0,-5.6243881232376225e-06
HO5O[18]N2-,126.98825571937942,126.98825324831222,13282.719086305438,0.00019259621148637072,54.0,2.4710672050787252e-06
C6H9O3-,129.05571772721942,129.0557032380287,101.5087211144873,0.0001957318070094504,55.0,1.4489190704125576e-05
C5H7O4-,131.03498228263942,131.03504872419072,44.24636326333485,0.0001987337738382488,58.0,-6.644155129720275e-05
C4H5O5-,133.01424683805945,133.01426464934957,2991.983115644542,0.00020173552307053044,59.0,-1.781129012101701e-05
CO5N3-,133.98434369210943,133.98435773521163,196.1457106223112,0.00020320687294849037,60.0,-1.4043102197547341e-05
C7H9O3-,141.05571772721942,141.05574707208103,12.404558422137073,0.0002139316111410298,61.0,-2.9344861616209528e-05
C5H5O5-,145.01424683805945,145.0142486114924,1100.157262435529,0.00021993524548990058,65.0,-1.7734329560425977e-06
C5H7O5-,147.02989690219945,147.02992737532583,12464.249193618356,0.00022299243976866707,67.0,-3.0473126372498882e-05
C4C[13]H7O5-,148.03325173999946,148.03331038424147,382.91845763312654,0.00022451422397950545,68.0,-5.864424201718066e-05
C2H2O7N-,151.98367498576945,151.98367408070024,30.59557718101295,0.00023050540745223785,69.0,9.050692142409389e-07
C6H7O5-,159.02989690219945,159.02991404447542,2443.774109989358,0.00024119207140299372,71.0,-1.714227596494311e-05
C5H5O6-,161.00916145761943,161.00917047283295,2437.5112177902124,0.000244194006982977,72.0,-9.015213521479382e-06
C6H9O5-,161.04554696633943,161.04555930134475,1485.2159350123266,0.00024424912543764675,73.0,-1.2335005322938741e-05
C3O2F5-,162.98239391902945,162.98242135297897,98.05797139624187,0.0002471866576751034,74.0,-2.7433949526312063e-05
C3H4O7N-,165.99932504990943,165.99934391216527,618.0041629271161,0.0002517622499374288,76.0,-1.8862255842577724e-05
C7H7O5-,171.02989690219945,171.02984716309442,153.98677092588528,0.00025939177678066294,77.0,4.973910503736079e-05
C8H11O4-,171.06628241091943,171.06628612745732,38.79656841417949,0.0002594470909062731,78.0,-3.71653788988624e-06
C7H9O5-,173.04554696633946,173.0455182809075,8958.88872610055,0.0002624488633263917,79.0,2.8685431971098296e-05
C6C[13]H9O5-,174.04890180413943,174.04887628375917,162.89175875219962,0.00026397066491887564,80.0,2.552038026237824e-05
C6H7O6-,175.0248115217594,175.0247846710101,1673.1028884266132,0.00026545076843153615,81.0,2.6850749293316767e-05
C4H6O7N-,180.01497511404946,180.01501965893232,32.06344059185556,0.0002730190150359278,83.0,-4.4544882854324896e-05
C8H9O5-,185.04554696633946,185.04558469001788,69.24241964276547,0.0002806487936041364,84.0,-3.772367841747837e-05
C7H7O6-,187.0248115217594,187.02483364922682,127.74673950034165,0.0002836504972518354,85.0,-2.212746741747651e-05
C8H11O5-,187.06119703047943,187.06119878504856,2216.0119708673487,0.0002837056985495448,86.0,-1.7545691264331253e-06
C7H9O6-,189.04046158589938,189.0404333379386,1501.046784537178,0.0002867073941112162,87.0,2.8247960784710813e-05
C5H6O7N-,192.01497511404946,192.01497692265025,953.5344315864315,0.0002912186951347446,89.0,-1.8086007855799835e-06
C5H8O7N-,194.03062517818938,194.0305760978561,211.27818351832073,0.0002942758407060056,91.0,4.908033326955774e-05
C9H11O5-,199.06119703047943,199.0611396609902,125.94143891844422,0.00030190540457569406,93.0,5.736948924095486e-05
C8H9O6-,201.04046158589938,201.04045881196996,1263.9178908528081,0.00030490715467362535,94.0,2.7739294239381707e-06
C9H13O5-,201.07684709461944,201.07681944628618,141.5190767591022,0.0003049622668881794,95.0,2.7648333258412094e-05
C8H11O6-,203.0561116500394,203.05609818505926,628.9596059767673,0.00030796430265261275,97.0,1.3464980156641104e-05
C6H8O7N-,206.03062517818938,206.0306196058814,748.6683515714021,0.0003124756273618578,99.0,5.5723079697145295e-06
C5H6O8N-,208.00988973360944,208.00983429342227,1962.9144797005163,0.00031547732260529213,101.0,5.544018716818755e-05
C6H10O7N-,208.04627524232941,208.04623409665737,690.1992665774272,0.00031553262732212647,102.0,4.1145672042830483e-05
C5H8O8N-,210.02553979774945,210.02551405986551,7691.330901340244,0.00031853424613716196,103.0,2.5737883930787575e-05
C10H13O5-,213.07684709461944,213.07681817666202,290.79806106617565,0.00032316208449380875,104.0,2.8917957422436302e-05
C9H11O6-,215.0561116500394,215.0560620416139,421.33711185218937,0.0003261640077806242,106.0,4.960842551327005e-05
C9H13O6-,217.07176171417942,217.07175401622948,827.0133251582192,0.00032922118165036926,108.0,7.69794993971118e-06
C6H6O8N-,220.00988973360944,220.00991926033007,359.9825376421709,0.0003336771004370673,109.0,-2.9526720624062364e-05
C7H10O7N-,220.04627524232941,220.04626164590434,1102.5917937526506,0.0003337322700712733,110.0,1.3596425077366803e-05
C6H8O8N-,222.02553979774945,222.02549736452565,1328.0679152417429,0.0003367342494225484,111.0,4.243322379693382e-05
C5H6O9N-,224.00480435316945,224.00477156614775,4449.785515142639,0.00033973591595716154,114.0,3.278702169495773e-05
C6H10O8N-,224.04118986188942,224.04112734902975,475.119691162337,0.00033979108747211314,115.0,6.25128596709601e-05
C10H13O6-,229.07176171417942,229.07172116788928,410.57700566980463,0.00034742085640829197,118.0,4.054629013694466e-05
C10H15O6-,231.08741177831945,231.08740477571155,343.9040444625436,0.00035047778355450093,121.0,7.002607901540614e-06
C8H10O7N-,232.04627524232941,232.04636354547438,36.29318523449023,0.0003519320736192687,123.0,-8.830314496321989e-05
C7H8O8N-,234.02553979774945,234.02549145006273,3901.070723063106,0.000354933921018561,125.0,4.834768671457823e-05
C8H12O7N-,234.06192530646942,234.06189842431215,11065.871312418309,0.0003549889721766031,126.0,2.6882157271757023e-05
C7C[13]H12O7N-,235.06528014426945,235.0652671510271,178.7502109517292,0.00035651066663329163,127.0,1.2993242364700563e-05
C7H10O8N-,236.04118986188942,236.0411588519897,7755.341308330334,0.0003579909683929845,128.0,3.1009899714717903e-05
C8H14O7N-,236.07757537060942,236.07752235815497,262.9575059359619,0.0003580460800525562,129.0,5.301245445821223e-05
C6C[13]H10O8N-,237.04454469968945,237.04458032199784,166.79406918311616,0.00035951266537801347,130.0,-3.562230838838332e-05
C7H12O8N-,238.05683992602943,238.0567971673698,204.62537091487002,0.0003610480482812006,132.0,4.275865961744785e-05
C5HO2F8-,244.98542861109942,244.98542437436652,264.31943122859496,0.00037155605241107303,135.0,4.2367329058379255e-06
C10H13O7-,245.06667633373942,245.06664531060062,44.261935875551565,0.00037167951237419155,136.0,3.102313880276597e-05
C8H8O8N-,246.02553979774945,246.02551128795054,31.069413994087864,0.00037313357360034614,137.0,2.8509798909226447e-05
C10H15O7-,247.08232639787946,247.08236487975304,27.88756092580737,0.0003747365274480632,138.0,-3.848187358812538e-05
C8H10O8N-,248.04118986188942,248.04118810078435,13863.84543396698,0.000376190668162333,139.0,1.7611050679988693e-06
C7C[13]H10O8N-,249.04454469968945,249.04455292479605,477.55436558305166,0.0003777122966025404,140.0,-8.225106597592458e-06
C7H8O9N-,250.02045441730945,250.02043818791054,125.07451814731392,0.0003791923402610351,141.0,1.6229398909217707e-05
C8H12O8N-,250.05683992602943,250.05681980117564,11930.571281099055,0.0003792477977085824,142.0,2.0124853790548514e-05
C9H16O7N-,250.09322543474946,250.09315301732684,719.7746437112609,0.0003793029117098394,143.0,7.241742261498985e-05
C7C[13]H12O8N-,251.06019476382943,251.06016099615186,424.0740770099861,0.000380769431064086,144.0,3.3767677564355836e-05
C7H10O9N-,252.03610448144943,252.03604993610637,1093.8042886432727,0.0003822495086176895,145.0,5.454534306181813e-05
C10H16O8N-,278.0881400543094,278.08805259410633,952.8226361919288,0.000421761221954308,160.0,8.746020307626168e-05
C10H12O9N-,290.05175454558946,290.0516882853638,105.16708393988516,0.0004399055980044692,167.0,6.626022565114909e-05
C8H11O10N2-,295.04191813787946,295.04198068973176,213.62446118039884,0.0004474743901991413,175.0,-6.255185229520066e-05
C9C[13]H16O9N-,295.0864095116694,295.0863725893718,347.0077803504389,0.00044754138112006013,176.0,3.692229756779852e-05
C9H14O10N-,296.06231922928936,296.0623478043052,107.36615072498964,0.00044902174388670524,178.0,-2.8575015846854512e-05
C10H18O9N-,296.09870473800936,296.09864288918607,25.574245576915246,0.00044907671312719024,180.0,6.184882329307584e-05
