formula,mz,observed,a,sigma,peak,error
O3N-,61.988366443389424,61.98837502318254,2538509.146883249,9.4014423075625e-05,8.0,-8.579793117746704e-06
O3N[15]-,62.985401336789415,62.98542493558477,8579.56350597913,9.552658412673214e-05,13.0,-2.3598795351631452e-05
O2O[17]N-,62.992583523829424,62.99260513380533,2293.288791585558,9.553750685325575e-05,14.0,-2.1609975902947554e-05
O2O[18]N-,63.99261282382943,63.99262394564183,16817.87142413424,9.705416336301583e-05,15.0,-1.1121812399039754e-05
C3H3O2-,71.01385291523944,71.01388961050124,29.719783358053785,0.00010770295840293947,17.0,-3.669526179805871e-05
C2H3O3-,75.00876753479943,75.0087902336403,56.56646565679422,0.00011376181695096784,18.0,-2.2698840865587044e-05
C4H5O2-,85.02950297937943,85.02958450801219,106.8020723888978,0.00012895978358631633,21.0,-8.152863276222888e-05
C2HO4-,88.98803209021943,88.98811650259387,2800.521137446591,0.00013496351378187462,23.0,-8.441237443435057e-05
C4H5O3-,101.02441759893942,101.02451136844512,74.63516724733692,0.0001532184558431575,26.0,-9.376950569617293e-05
C3H3O4-,103.00368215435944,103.00376409731334,8287.424640658868,0.00015622022380347336,27.0,-8.194295389785111e-05
C2C[13]H3O4-,104.00703699215944,104.00707534811178,38.99343357949322,0.00015774194484282863,29.0,-3.8355952341362354e-05
C2O2F3-,112.98558747902945,112.98566672390544,818.7200368991238,0.00017135925752225262,31.0,-7.924487599098029e-05
C4H3O4-,115.00368215435944,115.00373397582297,78.50496862626366,0.00017441998685734886,33.0,-5.1821463529222456e-05
C5H7O3-,115.04006766307943,115.04006502718777,67.97460196438476,0.00017447511254445303,34.0,2.6358916613844485e-06
C4H5O4-,117.01933221849943,117.0193847863531,1811.675930009573,0.00017747703813127653,35.0,-5.256785367180328e-05
C3H3O5-,118.99859677391943,118.99863343345851,62.25277755555243,0.00018047876599745777,36.0,-3.665953907727726e-05
CH2O6N-,123.98876036620943,123.98874075505195,1017.4069029165615,0.00018804709408185922,37.0,1.961115748372322e-05
HO6N2-,124.98400933893944,124.98399895380477,1182283.2742086237,0.00018955643552194317,40.0,1.0385134672219465e-05
HO6NN[15]-,125.98104423233944,125.98103684170955,8185.132499873232,0.00019106863702937776,43.0,7.390629889414413e-06
HO5O[17]N2-,125.98822641937944,125.98822419009743,2228.4825010160553,0.0001910795715901827,44.0,2.2292820176517125e-06
HO5O[18]N2-,126.98825571937942,126.98825431936679,14224.573727698693,0.00019259617575009526,45.0,1.4000126355995235e-06
C6H7O3-,127.04006766307943,127.04002092179826,36.38172501890969,0.00019267481616560227,46.0,4.674128116732845e-05
C5H5O4-,129.01933221849944,129.01937982144176,65.44006197794845,0.00019567681027296855,47.0,-4.760294231687112e-05
C6H9O3-,129.05571772721942,129.0557731408137,120.00664722092957,0.00019573190082292018,48.0,-5.5413594282072154e-05
C3F5-,130.99256467990944,130.9926023269394,30.55502658220116,0.0001986694174103256,49.0,-3.764702995567859e-05
C5H7O4-,131.03498228263942,131.03495846420006,24.709185072648182,0.00019873373361374352,50.0,2.3818439359502008e-05
C4H5O5-,133.01424683805945,133.0142596654398,3172.9322850297394,0.00020173561852946582,51.0,-1.2827380345470374e-05
CO5N3-,133.98434369210943,133.9843487433822,118.8682260625608,0.00020320682935580326,52.0,-5.051272779610372e-06
C5H5O5-,145.01424683805945,145.01427902006677,1039.3240407893738,0.00021993534560658744,54.0,-3.218200731680554e-05
C5H7O5-,147.02989690219945,147.02992897293328,12717.939793664907,0.0002229923803195036,56.0,-3.207073382327508e-05
C4C[13]H7O5-,148.03325173999946,148.03327796466635,221.9961602607151,0.00022451416324732374,57.0,-2.6224666896723647e-05
C2H2O7N-,151.98367498576945,151.9837099918319,58.15253808583622,0.00023050551005219134,58.0,-3.5006062432785257e-05
C6H7O5-,159.02989690219945,159.0299164975801,2977.5059535259975,0.0002411921763526497,59.0,-1.959538064966182e-05
C5H5O6-,161.00916145761943,161.00917544580952,2438.240199446846,0.0002441939288670436,60.0,-1.3988190090685748e-05
C6H9O5-,161.04554696633943,161.04554738587234,1520.7833788540302,0.0002442490472709925,61.0,-4.195329097456124e-07
C8H5O4-,165.01933221849944,165.01936579372176,31.751464869651077,0.00025027593235109,62.0,-3.357522231794974e-05
C3H4O7N-,165.99932504990943,165.99933979612817,851.0116302007151,0.0002517621647528137,63.0,-1.4746218738537209e-05
