formula,mz,observed,a,sigma,peak,error
C2H3O2-,59.01385291523943,59.013818495983315,35.9678168561041,8.950307858847615e-05,3.0,3.441925611724628e-05
O3N-,61.988366443389424,61.98837547417448,2510772.0052030464,9.40144239772216e-05,7.0,-9.030785058428137e-06
O3N[15]-,62.985401336789415,62.98542459542421,8289.471844700565,9.552658572489103e-05,11.0,-2.3258634797684863e-05
O2O[17]N-,62.992583523829424,62.99260539061623,2683.4963360536426,9.55375084565049e-05,12.0,-2.1866786802604565e-05
O2O[18]N-,63.99261282382943,63.99262445745775,16229.053977447129,9.705416568121751e-05,14.0,-1.1633628318463707e-05
C2H3O3-,75.00876753479943,75.00880184376237,28.254863785504917,0.00011376182818453924,17.0,-3.430896293821206e-05
C4H5O2-,85.02950297937943,85.02957195037267,104.93693103518278,0.00012895973400349817,19.0,-6.897099324021383e-05
C2HO4-,88.98803209021943,88.98811872252244,2776.5661105902955,0.00013496346343529712,24.0,-8.663230300953728e-05
C4H5O3-,101.02441759893942,101.02444319915787,20.56994205199759,0.00015321831249214227,27.0,-2.5600218449994827e-05
C3H3O4-,103.00368215435944,103.00376391956952,7690.648294603504,0.00015622026555277133,28.0,-8.176521008351756e-05
C2O2F3-,112.98558747902945,112.98566419751471,916.8540836952684,0.000171359312637309,34.0,-7.671848526058511e-05
C6H9O2-,113.06080310765944,113.0608344558534,19.48955174527356,0.0001714732932962024,36.0,-3.1348193957114745e-05
C4H3O4-,115.00368215435944,115.00370824472375,67.2654764303556,0.000174419933932467,38.0,-2.609036431522327e-05
C4H5O4-,117.01933221849943,117.01939432221772,1727.3274895589375,0.00017747698517440034,40.0,-6.210371829240557e-05
CH2O6N-,123.98876036620943,123.9887549682779,1086.3598725147406,0.00018804704119069405,42.0,5.397931531092581e-06
HO6N2-,124.98400933893944,124.98399816080372,1152722.2636643155,0.00018955650829646317,46.0,1.1178135721934268e-05
HO6NN[15]-,125.98104423233944,125.98103571140815,7578.598246640891,0.0001910685842065143,48.0,8.520931288558131e-06
